Ergebnisart;Datum;LEER;LEER;LEER;Satzart;Schlüsselnummer;Name;Wahllokal;A - Wahlberechtigte;B - Wähler;C1 - Ungültige Stimmzettel;C2 - Gültige Stimmzettel;D - Gültige Stimmen;D01 - CDU;D02 - AfD;D03 - DIE LINKE;D04 - SPD;D05 - FDP;D06 - GRÜNE;D07 - FREIE WÄHLER;D08 - dieBasis;D09 - Tierschutzpartei;D10 - Gartenpartei;D11 - Die PARTEI;D12 - Tierschutzallianz;D13 - HEIMAT;D14 - FBM;D15 - Volt;D16 - WG1;D17 - WG2;D18 - WG3;D19 - WG4;D20 - WG5;D21 - WG6;D22 - WG7;D23 - WG8;D24 - WG9;D25 - WG10;D26 - WG11;D27 - WG12;D28 - WG13;D29 - WG14;D30 - WG15;D31 - WG16;D32 - WG17;D33 - WG18;D34 - WG19;D35 - WG20;D36 - WG21;D37 - WG22;D38 - WG23;D39 - WG24;D40 - WG25;D41 - WG26;D42 - WG27;D43 - WG28;D44 - WG29;D45 - WG30;D46 - WG31;D47 - WG32;D48 - WG33;D49 - WG34;D50 - WG35;D51 - WG36;D52 - WG37;D53 - WG38;D54 - WG39;D55 - WG40;D56 - WG41;D57 - WG42;D58 - WG43;D59 - WG44;D60 - WG45;D61 - WG46;D62 - EB1;D63 - EB2;D64 - EB3;D65 - EB4;D66 - EB5;D67 - EB6;D68 - EB7;D69 - EB8;D70 - EB9;D71 - EB10;D72 - EB11;D73 - EB12;D74 - EB13;WG (Summe);EB (Summe);
E;09.06.2024;;;;GEM;15087055;Gemeinde Berga; ;1417;930;23;907;2692;1319;677;79;208;61;14; ; ; ; ; ; ; ;40; ; ; ; ; ; ; ; ;96; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;198; ; ; ; ; ; ; ; ; ; ; ; ; ;294; ;
E;09.06.2024;;;;GEM;15087070;Gemeinde Blankenheim; ;1010;634;7;627;1878;164;607;58;216;199;17; ; ; ; ; ; ; ;289; ; ; ; ; ; ; ; ;70; ; ; ; ; ; ; ; ; ; ;16; ; ; ; ; ; ; ;217; ; ; ; ;13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;12;316;12;
E;09.06.2024;;;;GEM;15087075;Gemeinde Bornstedt; ;676;454;12;442;1306;143;505;27;315;9;17; ; ; ; ; ; ; ;187; ; ; ; ; ; ; ; ;47; ; ; ; ; ; ; ; ; ; ;15; ; ; ; ; ; ; ;29; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;8;94;9;
E;09.06.2024;;;;GEM;15087101;Gemeinde Brücken-Hackpfüffel; ;843;595;20;575;1701;366;623;106;251;100;16; ; ; ; ; ; ; ;81; ; ; ; ; ; ; ; ;82; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76; ; ; ; ; ; ; ; ; ; ; ; ; ;158; ;
E;09.06.2024;;;;GEM;15087125;Gemeinde Edersleben; ;814;572;10;562;1670;240;669;98;100;37;20; ; ; ; ; ; ; ;437; ; ; ; ; ; ; ; ;51; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;18; ; ; ; ; ; ; ; ; ; ; ; ; ;69; ;
E;09.06.2024;;;;GEM;15087130;Lutherstadt Eisleben; ;18736;10382;234;10148;30034;5041;10330;2659;5552;683;494; ; ; ; ; ; ; ;991; ; ; ; ; ; ; ; ;780; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2021; ; ; ; ; ; ; ; ; ; ; ; ;824; ; ; ; ; ; ; ; ; ; ; ;659; ; ;3625;659;
E;09.06.2024;;;;GEM;15087165;Stadt Gerbstedt; ;5922;3876;144;3732;11050;3021;2788;634;580;68;134; ; ; ; ; ; ; ;1166; ; ; ; ; ; ; ; ;306; ; ; ; ; ; ; ; ; ; ;1430; ; ; ; ; ; ; ;286; ; ; ; ;34; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;448;155;2056;603;
E;09.06.2024;;;;GEM;15087205;Gemeinde Helbra; ;3310;2050;22;2028;6003;2183;1904;480;472;30;56; ; ; ; ; ; ; ;86; ; ; ; ; ; ; ; ;148; ; ; ; ; ; ; ; ; ; ;214; ; ; ; ; ; ; ;351; ; ; ; ;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;62;725;67;
E;09.06.2024;;;;GEM;15087210;Gemeinde Hergisdorf; ;1316;779;5;774;2308;366;701;118;570;21;14; ; ; ; ; ; ; ;60; ; ; ; ; ; ; ; ;46; ; ; ; ; ; ; ; ; ; ;104; ; ; ; ; ; ; ;279; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;27;430;28;
E;09.06.2024;;;;GEM;15087220;Stadt Hettstedt; ;11229;6142;142;6000;17606;3096;5991;2349;1573;262;142; ; ; ; ; ; ; ;1224; ; ; ; ; ; ; ; ;330; ; ; ; ; ; ; ; ; ; ;1568; ; ; ; ; ; ; ; ; ; ; ; ;1071; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2969; ;
E;09.06.2024;;;;GEM;15087250;Stadt Kelbra (Kyffhäuser); ;2821;1731;36;1695;5014;1362;1339;294;428;820;70; ; ; ; ; ; ; ;132; ; ; ; ; ; ; ; ;232; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;337; ; ; ; ; ; ; ; ; ; ; ; ; ;569; ;
E;09.06.2024;;;;GEM;15087260;Gemeinde Klostermansfeld; ;1934;1249;8;1241;3660;441;835;157;202;45;24; ; ; ; ; ; ; ;180; ; ; ; ; ; ; ; ;126; ; ; ; ; ; ; ; ; ; ;58; ; ; ; ; ; ; ;907; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;680;1094;682;
E;09.06.2024;;;;GEM;15087275;Stadt Mansfeld; ;7302;4642;87;4555;13519;1670;4391;1093;822;176;183; ; ; ; ; ; ; ;2320; ; ; ; ; ; ; ; ;1066; ; ; ; ; ; ; ; ; ; ;840; ; ; ; ; ; ; ; ; ; ; ; ;958; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2864; ;
E;09.06.2024;;;;GEM;15087370;Stadt Sangerhausen; ;21629;11019;162;10857;32163;9755;10105;3188;3363;488;398; ; ; ; ; ; ; ;1991; ; ; ; ; ; ; ; ;1256; ; ; ; ; ; ; ; ; ; ;1619; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2875; ;
E;09.06.2024;;;;GEM;15087386;Gemeinde Seegebiet Mansfelder Land; ;7605;5037;177;4860;14402;2990;5518;643;2140;182;220; ; ; ; ; ; ; ;1374; ; ; ; ; ; ; ; ;262; ; ; ; ; ; ; ; ; ; ;503; ; ; ; ; ; ; ;378; ; ; ; ;71; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;28;93;1214;121;
E;09.06.2024;;;;GEM;15087412;Gemeinde Südharz; ;7757;4975;102;4873;14338;2703;3747;585;816;257;228; ; ; ; ; ; ; ;242; ; ; ; ; ; ; ; ;982; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4778; ; ; ; ; ; ; ; ; ; ; ; ; ;5760; ;
E;09.06.2024;;;;GEM;15087440;Gemeinde Wallhausen; ;2067;1265;35;1230;3630;808;1237;244;503;132;54; ; ; ; ; ; ; ;157; ; ; ; ; ; ; ; ;266; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;229; ; ; ; ; ; ; ; ; ; ; ; ; ;495; ;
E;09.06.2024;;;;GEM;15087470;Gemeinde Wimmelburg; ;961;596;5;591;1748;199;540;145;561;52;5; ; ; ; ; ; ; ;39; ; ; ; ; ; ; ; ;32; ; ; ; ; ; ; ; ; ; ;53; ; ; ; ; ; ; ;93; ; ; ; ;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;186;21;
E;09.06.2024;;;;GEM;15088020;Solestadt Bad Dürrenberg; ;9753;5690;127;5563;16443;6235;5547;1213;924;1697;485; ;135; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;207; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;207; ;
E;09.06.2024;;;;GEM;15088025;Goethestadt Bad Lauchstädt; ;7614;5008;103;4905;14557;5259;5402;1216;843;337;517; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;983; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;983; ;
E;09.06.2024;;;;GEM;15088030;Gemeinde Barnstädt; ;821;578;12;566;1678;387;559;67;576;27;21; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41; ;
E;09.06.2024;;;;GEM;15088065;Stadt Braunsbedra; ;9001;5578;112;5466;16236;7090;5725;1041;982;309;221; ;269; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;599; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;599; ;
E;09.06.2024;;;;GEM;15088100;Gemeinde Farnstädt; ;1299;904;23;881;2627;681;1063;152;498;59;44; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;130; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;130; ;
E;09.06.2024;;;;GEM;15088150;Gemeinde Kabelsketal; ;7502;4743;82;4661;13676;3481;4720;1364;1079;347;406; ;144; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2135; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2135; ;
E;09.06.2024;;;;GEM;15088195;Stadt Landsberg; ;12838;8536;259;8277;24560;7471;8237;4009;1612;652;891; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1688; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1688; ;
E;09.06.2024;;;;GEM;15088205;Stadt Leuna; ;11971;7958;177;7781;22846;9154;8173;1443;1524;1285;573; ;284; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;410; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;410; ;
E;09.06.2024;;;;GEM;15088216;Stadt Wettin-Löbejün; ;8232;5577;136;5441;16167;5238;5270;1091;1170;1006;1158; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1234; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1234; ;
E;09.06.2024;;;;GEM;15088220;Stadt Merseburg; ;26528;14851;222;14629;43491;14724;14638;3843;4714;1731;1314; ;1193; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1334; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1334; ;
E;09.06.2024;;;;GEM;15088235;Stadt Mücheln (Geiseltal); ;7236;4773;119;4654;13746;4632;5087;999;1885;240;214; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;689; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;689; ;
E;09.06.2024;;;;GEM;15088250;Gemeinde Nemsdorf-Göhrendorf; ;710;501;4;497;1479;420;542;105;322;36;20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;34; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;34; ;
E;09.06.2024;;;;GEM;15088265;Gemeinde Obhausen; ;1874;1246;17;1229;3647;1428;1300;179;503;59;50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;128; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;128; ;
E;09.06.2024;;;;GEM;15088295;Gemeinde Petersberg; ;8138;5968;127;5841;17215;5232;5472;838;1345;435;613; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3280; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3280; ;
E;09.06.2024;;;;GEM;15088305;Stadt Querfurt; ;8946;5482;136;5346;15828;3436;5812;757;4409;528;398; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;488; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;488; ;
E;09.06.2024;;;;GEM;15088319;Gemeinde Salzatal; ;10012;6751;125;6626;19681;5031;5536;1502;1184;330;576; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5522; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5522; ;
E;09.06.2024;;;;GEM;15088330;Gemeinde Schkopau; ;9439;6509;124;6385;18970;6248;6576;1258;2844;570;685; ;311; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;478; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;478; ;
E;09.06.2024;;;;GEM;15088340;Stadt Schraplau; ;910;517;14;503;1496;392;647;71;178;78;32; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;98; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;98; ;
E;09.06.2024;;;;GEM;15088355;Gemeinde Steigra; ;940;675;25;650;1892;648;720;69;336;30;37; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52; ;
E;09.06.2024;;;;GEM;15088365;Gemeinde Teutschenthal; ;11391;7582;140;7442;22102;3962;7199;909;1055;1035;449; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7493; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7493; ;
E;09.06.2024;;;;GEM;15089005;Stadt Alsleben (Saale); ;2098;1107;20;1087;3207;1433;974;227;133;209;31; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;82; ; ; ; ; ; ;7;111; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;200; ;
E;09.06.2024;;;;GEM;15089015;Stadt Aschersleben; ;21992;12494;263;12231;36187;6515;10185;2087;2596;1414;1359; ; ; ; ; ; ; ; ; ; ;11654; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;377; ; ; ; ; ; ;11654;377;
E;09.06.2024;;;;GEM;15089026;Stadt Barby; ;6889;4367;92;4275;12655;4598;2864;438;994;302;320; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3139; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3139; ;
E;09.06.2024;;;;GEM;15089030;Stadt Bernburg (Saale); ;26421;14836;309;14527;42975;11537;12175;7025;3451;4348;1493; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;368; ; ; ; ; ; ;354;2224; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2946; ;
E;09.06.2024;;;;GEM;15089041;Gemeinde Bördeaue; ;1515;938;25;913;2674;1159;736;124;296;50;37; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;63; ; ; ; ; ; ; ; ; ; ; ;201;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;272; ;
E;09.06.2024;;;;GEM;15089042;Gemeinde Bördeland; ;6443;4071;154;3917;11607;3051;3801;635;2778;760;222; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;360; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;360; ;
E;09.06.2024;;;;GEM;15089043;Gemeinde Börde-Hakel; ;2568;1578;61;1517;4495;1480;1326;236;967;102;74; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73; ; ; ; ; ; ; ; ; ; ; ;195;42; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;310; ;
E;09.06.2024;;;;GEM;15089045;Gemeinde Borne; ;998;623;16;607;1797;802;525;78;133;72;25; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;42; ; ; ; ; ; ; ; ; ; ; ;114;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;162; ;
E;09.06.2024;;;;GEM;15089055;Stadt Calbe (Saale); ;6986;3817;162;3655;10714;3125;3437;859;1834;518;200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;741; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;741; ;
E;09.06.2024;;;;GEM;15089075;Stadt Egeln; ;2783;1668;65;1603;4761;1337;1499;513;861;81;104; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;98; ; ; ; ; ; ; ; ; ; ; ;215;53; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;366; ;
E;09.06.2024;;;;GEM;15089130;Gemeinde Giersleben; ;817;497;11;486;1452;345;372;75;40;42;39; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;503; ; ; ; ; ; ;6;30; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;539; ;
E;09.06.2024;;;;GEM;15089165;Stadt Güsten; ;3357;1939;64;1875;5254;1264;1600;834;229;175;55; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;980; ; ; ; ; ; ;19;98; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1097; ;
E;09.06.2024;;;;GEM;15089175;Stadt Hecklingen; ;5718;3218;55;3163;9374;2296;3225;540;631;140;125; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;292; ; ; ; ; ; ; ; ; ; ; ;791;1334; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2417; ;
E;09.06.2024;;;;GEM;15089185;Gemeinde Ilberstedt; ;861;596;26;570;1684;374;637;193;87;167;38; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;108; ; ; ; ; ; ;21;59; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;188; ;
E;09.06.2024;;;;GEM;15089195;Stadt Könnern; ;6877;4068;169;3899;11557;2414;4000;750;1332;2170;180; ; ; ; ; ; ; ; ; ; ;183; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;528; ; ; ; ; ; ;183;528;
E;09.06.2024;;;;GEM;15089235;Stadt Nienburg (Saale); ;5112;3468;109;3359;9964;2388;2794;609;1240;1140;137; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;47; ; ; ; ; ; ;1418;191; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1656; ;
E;09.06.2024;;;;GEM;15089245;Gemeinde Plötzkau; ;1040;630;17;613;1820;388;702;192;92;240;34; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73; ; ; ; ; ; ;17;82; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;172; ;
E;09.06.2024;;;;GEM;15089305;Stadt Schönebeck (Elbe); ;25248;14143;338;13805;40882;12061;12343;3444;7244;2418;1559; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1813; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1813; ;
E;09.06.2024;;;;GEM;15089307;Stadt Seeland; ;6516;4011;151;3860;11370;4510;3378;698;809;376;286; ; ; ; ; ; ; ; ; ; ;1130; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;183; ; ; ; ; ; ;1130;183;
E;09.06.2024;;;;GEM;15089310;Stadt Staßfurt; ;20977;11047;225;10822;31970;7496;10988;1382;2519;2236;386; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3490; ; ; ; ; ; ; ; ; ; ; ;3310;163; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6963; ;
E;09.06.2024;;;;GEM;15089365;Gemeinde Wolmirsleben; ;1178;732;13;719;2101;845;590;75;421;21;18; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;35; ; ; ; ; ; ; ; ; ; ; ;91;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;131; ;
E;09.06.2024;;;;GEM;15090003;Gemeinde Aland; ;1140;766;11;755;2239;546;581;74;77;30;103; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;616; ; ;212; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;828; ;
E;09.06.2024;;;;GEM;15090007;Gemeinde Altmärkische Höhe; ;1513;1020;16;1004;2963;1024;701;54;93;25;71; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;584; ; ;411; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;995; ;
E;09.06.2024;;;;GEM;15090008;Gemeinde Altmärkische Wische; ;718;433;6;427;1261;191;334;60;87;8;17; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;315; ; ;249; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;564; ;
E;09.06.2024;;;;GEM;15090010;Stadt Arneburg; ;1270;863;28;835;2479;394;742;108;148;55;36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;457; ; ;539; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;996; ;
E;09.06.2024;;;;GEM;15090070;Stadt Bismark (Altmark); ;6779;4573;92;4481;13301;4519;3751;509;701;385;332; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2024; ; ;1080; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3104; ;
