CityStation,Variable,ObsCount,DataStatus
Krefeld_Industrial,SPD,15,Sufficient
Krefeld_Traffic,SPD,11,Sufficient
Kulmbach_Background,SPD,17,Sufficient
Köln_Background,SPD,17,Sufficient
Köln_Traffic,SPD,15,Sufficient
Königs Wusterhausen_Background,SPD,11,Sufficient
Lahr/Schwarzwald_Traffic,SPD,2,Insufficient
Landshut_Traffic,SPD,17,Sufficient
Leinefelde-Worbis_Background,SPD,1,Insufficient
Leinfelden-Echterdingen_Traffic,SPD,5,Insufficient
Leonberg_Traffic,SPD,16,Sufficient
Leverkusen_Background,SPD,17,Sufficient
Leverkusen_Traffic,SPD,5,Insufficient
Lindau (Bodensee)_Traffic,SPD,17,Sufficient
Lingen (Ems)_Background,SPD,18,Sufficient
Luckenwalde_Background,SPD,3,Insufficient
Ludwigsburg_Background,SPD,18,Sufficient
Ludwigsburg_Traffic,SPD,15,Sufficient
Ludwigshafen am Rhein_Background,SPD,5,Insufficient
Ludwigshafen am Rhein_Industrial,SPD,1,Insufficient
Ludwigshafen am Rhein_Traffic,SPD,5,Insufficient
Lübeck_Background,SPD,13,Sufficient
Lübeck_Traffic,SPD,13,Sufficient
Lüdenscheid_Traffic,SPD,1,Insufficient
Lüneburg_Background,SPD,18,Sufficient
Lünen_Background,SPD,17,Sufficient
Lünen_Industrial,SPD,1,Insufficient
Lünen_Traffic,SPD,2,Insufficient
Magdeburg_Background,SPD,18,Sufficient
Magdeburg_Traffic,SPD,18,Sufficient
Mainz_Background,SPD,5,Insufficient
Mainz_Traffic,SPD,5,Insufficient
Mannheim_Background,SPD,11,Sufficient
Mannheim_Industrial,SPD,18,Sufficient
Mannheim_Traffic,SPD,18,Sufficient
Marburg_Background,SPD,18,Sufficient
Marburg_Traffic,SPD,16,Sufficient
Meerbusch_Traffic,SPD,4,Insufficient
Meiningen_Background,SPD,18,Sufficient
Mettmann_Traffic,SPD,10,Sufficient
Mosbach_Background,SPD,1,Insufficient
Mönchengladbach_Background,SPD,3,Insufficient
Mönchengladbach_Traffic,SPD,17,Sufficient
Mühlacker_Traffic,SPD,14,Sufficient
Mülheim an der Ruhr_Background,SPD,17,Sufficient
Mülheim an der Ruhr_Traffic,SPD,10,Sufficient
München_Background,SPD,17,Sufficient
München_Traffic,SPD,17,Sufficient
Münster_Background,SPD,17,Sufficient
Münster_Traffic,SPD,17,Sufficient
Naumburg (Saale)_Background,SPD,8,Insufficient
Netphen_Background,SPD,17,Sufficient
Nettetal_Background,SPD,17,Sufficient
Neu-Ulm_Background,SPD,17,Sufficient
Neubrandenburg_Traffic,SPD,18,Sufficient
Neuruppin_Background,SPD,18,Sufficient
Neuss_Background,SPD,3,Insufficient
Neuss_Traffic,SPD,14,Sufficient
Neustadt an der Weinstraße_Traffic,SPD,5,Insufficient
Neuwied_Background,SPD,5,Insufficient
Neuwied_Traffic,SPD,5,Insufficient
Nordhausen_Background,SPD,18,Sufficient
Nordhausen_Traffic,SPD,1,Insufficient
Nürnberg_Background,SPD,8,Insufficient
Nürnberg_Traffic,SPD,17,Sufficient
Oberhausen_Traffic,SPD,10,Sufficient
Offenbach am Main_Background,SPD,3,Insufficient
Offenbach am Main_Traffic,SPD,12,Sufficient
Offenburg_Background,SPD,7,Insufficient
Osnabrück_Background,SPD,18,Sufficient
Osnabrück_Traffic,SPD,15,Sufficient
Overath_Traffic,SPD,13,Sufficient
Paderborn_Background,SPD,1,Insufficient
Paderborn_Traffic,SPD,12,Sufficient
Passau_Background,SPD,15,Sufficient
Passau_Traffic,SPD,3,Insufficient
Pforzheim_Background,SPD,14,Sufficient
Pforzheim_Traffic,SPD,13,Sufficient
Pirmasens_Background,SPD,5,Insufficient
Potsdam_Background,SPD,18,Sufficient
Potsdam_Traffic,SPD,18,Sufficient
Pulheim_Background,SPD,1,Insufficient
Rastatt_Background,SPD,5,Insufficient
Rastatt_Traffic,SPD,1,Insufficient
Ratingen_Background,SPD,17,Sufficient
Recklinghausen_Industrial,SPD,1,Insufficient
Recklinghausen_Traffic,SPD,12,Sufficient
Regensburg_Traffic,SPD,17,Sufficient
Remscheid_Traffic,SPD,13,Sufficient
Remseck am Neckar_Traffic,SPD,4,Insufficient
Reutlingen_Background,SPD,18,Sufficient
Reutlingen_Traffic,SPD,15,Sufficient
Rheinfelden (Baden)_Background,SPD,1,Insufficient
Riedstadt_Background,SPD,18,Sufficient
Rinteln_Background,SPD,18,Sufficient
Rostock_Background,SPD,15,Sufficient
Rostock_Industrial,SPD,6,Insufficient
Rostock_Traffic,SPD,18,Sufficient
Rottweil_Background,SPD,1,Insufficient
Rudolstadt_Background,SPD,2,Insufficient
Saarbrücken_Background,SPD,18,Sufficient
Saarbrücken_Traffic,SPD,17,Sufficient
Saarlouis_Background,SPD,18,Sufficient
Salzgitter_Industrial,SPD,13,Sufficient
Salzwedel_Background,SPD,8,Insufficient
Schramberg_Traffic,SPD,14,Sufficient
Schwabach_Background,SPD,8,Insufficient
Schwandorf_Background,SPD,17,Sufficient
Schwedt/Oder_Industrial,SPD,18,Sufficient
Schweinfurt_Background,SPD,7,Insufficient
Schweinfurt_Traffic,SPD,10,Sufficient
Schwerin_Traffic,SPD,18,Sufficient
Schwerte_Background,SPD,17,Sufficient
Schwerte_Traffic,SPD,9,Sufficient
Schwäbisch Gmünd_Traffic,SPD,13,Sufficient
Schwäbisch Hall_Background,SPD,16,Sufficient
Senftenberg_Background,SPD,5,Insufficient
Siegen_Traffic,SPD,14,Sufficient
Sindelfingen_Traffic,SPD,2,Insufficient
Soest_Background,SPD,17,Sufficient
Solingen_Background,SPD,17,Sufficient
Solingen_Traffic,SPD,4,Insufficient
Sondershausen_Background,SPD,18,Sufficient
Speyer_Background,SPD,1,Insufficient
Speyer_Traffic,SPD,4,Insufficient
Spremberg_Background,SPD,12,Sufficient
Spremberg_Industrial,SPD,9,Sufficient
Stendal_Background,SPD,18,Sufficient
Stralsund_Traffic,SPD,18,Sufficient
Stuttgart_Background,SPD,18,Sufficient
Stuttgart_Industrial,SPD,1,Insufficient
Stuttgart_Traffic,SPD,18,Sufficient
Suhl_Background,SPD,2,Insufficient
Suhl_Traffic,SPD,18,Sufficient
Trier_Traffic,SPD,5,Insufficient
Tuttlingen_Background,SPD,1,Insufficient
Tübingen_Background,SPD,18,Sufficient
Tübingen_Traffic,SPD,14,Sufficient
Ulm_Background,SPD,18,Sufficient
Ulm_Traffic,SPD,15,Sufficient
Unna_Background,SPD,17,Sufficient
Villingen-Schwenningen_Background,SPD,18,Sufficient
Völklingen_Background,SPD,18,Sufficient
Waiblingen_Background,SPD,8,Insufficient
Waldshut-Tiengen_Traffic,SPD,8,Insufficient
Walsrode_Background,SPD,18,Sufficient
Warstein_Industrial,SPD,13,Sufficient
Weil am Rhein_Background,SPD,18,Sufficient
Weil am Rhein_Traffic,SPD,2,Insufficient
Weimar_Background,SPD,12,Sufficient
Weimar_Traffic,SPD,18,Sufficient
Weißenfels_Traffic,SPD,18,Sufficient
Wernigerode_Background,SPD,18,Sufficient
Wesel_Background,SPD,17,Sufficient
Wetzlar_Background,SPD,8,Insufficient
Wetzlar_Traffic,SPD,10,Sufficient
Wiesbaden_Background,SPD,18,Sufficient
Wiesbaden_Traffic,SPD,18,Sufficient
Wiesloch_Background,SPD,18,Sufficient
Wiesloch_Traffic,SPD,1,Insufficient
Wilhelmshaven_Background,SPD,18,Sufficient
Witten_Industrial,SPD,2,Insufficient
Witten_Traffic,SPD,11,Sufficient
Wittenberg_Background,SPD,18,Sufficient
Wittenberg_Traffic,SPD,18,Sufficient
Wolfsburg_Background,SPD,18,Sufficient
Wolfsburg_Traffic,SPD,8,Insufficient
Worms_Traffic,SPD,5,Insufficient
Wuppertal_Background,SPD,9,Sufficient
Wuppertal_Traffic,SPD,17,Sufficient
Wülfrath_Industrial,SPD,1,Insufficient
Würzburg_Background,SPD,11,Sufficient
Würzburg_Traffic,SPD,17,Sufficient
Zeitz_Background,SPD,5,Insufficient
Öhringen_Background,SPD,2,Insufficient
Aachen_Background,FDP,17,Sufficient
Aachen_Traffic,FDP,17,Sufficient
Aalen_Background,FDP,18,Sufficient
Altenburg_Background,FDP,8,Insufficient
Altenburg_Traffic,FDP,10,Sufficient
Ansbach_Traffic,FDP,17,Sufficient
Arnstadt_Background,FDP,2,Insufficient
Aschaffenburg_Background,FDP,17,Sufficient
Aschersleben_Traffic,FDP,18,Sufficient
Augsburg_Background,FDP,17,Sufficient
Augsburg_Traffic,FDP,17,Sufficient
Backnang_Traffic,FDP,6,Insufficient
Bad Salzuflen_Traffic,FDP,1,Insufficient
Bad Waldsee_Background,FDP,1,Insufficient
Baden-Baden_Background,FDP,18,Sufficient
Balingen_Traffic,FDP,6,Insufficient
Bamberg_Background,FDP,17,Sufficient
Bayreuth_Traffic,FDP,17,Sufficient
Berlin_Background,FDP,18,Sufficient
Berlin_Industrial,FDP,10,Sufficient
Berlin_Traffic,FDP,18,Sufficient
Bernau bei Berlin_Background,FDP,8,Insufficient
Bernau bei Berlin_Traffic,FDP,15,Sufficient
Bernburg (Saale)_Background,FDP,8,Insufficient
Bernburg (Saale)_Traffic,FDP,10,Sufficient
Biberach an der Riß_Background,FDP,18,Sufficient
Bielefeld_Background,FDP,17,Sufficient
Bielefeld_Traffic,FDP,15,Sufficient
Bietigheim-Bissingen_Traffic,FDP,10,Sufficient
Bitterfeld-Wolfen_Industrial,FDP,14,Sufficient
Bochum_Traffic,FDP,11,Sufficient
Bonn_Background,FDP,17,Sufficient
Bonn_Traffic,FDP,12,Sufficient
Borken_Background,FDP,17,Sufficient
Bottrop_Industrial,FDP,17,Sufficient
Bottrop_Traffic,FDP,12,Sufficient
Brandenburg an der Havel_Background,FDP,18,Sufficient
Brandenburg an der Havel_Traffic,FDP,18,Sufficient
Braunschweig_Background,FDP,18,Sufficient
Braunschweig_Traffic,FDP,16,Sufficient
Bremen_Background,FDP,18,Sufficient
Bremen_Industrial,FDP,11,Sufficient
Bremen_Traffic,FDP,18,Sufficient
Bremerhaven_Background,FDP,18,Sufficient
Bremerhaven_Traffic,FDP,14,Sufficient
Burg_Background,FDP,18,Sufficient
Burgdorf_Traffic,FDP,6,Insufficient
Böblingen_Background,FDP,3,Insufficient
Calw_Background,FDP,1,Insufficient
Castrop-Rauxel_Industrial,FDP,2,Insufficient
Castrop-Rauxel_Traffic,FDP,2,Insufficient
Celle_Traffic,FDP,3,Insufficient
Coburg_Traffic,FDP,10,Sufficient
Cottbus_Background,FDP,18,Sufficient
Cottbus_Traffic,FDP,18,Sufficient
Cuxhaven_Background,FDP,18,Sufficient
Darmstadt_Background,FDP,18,Sufficient
Darmstadt_Traffic,FDP,18,Sufficient
Datteln_Background,FDP,17,Sufficient
Dessau-Roßlau_Traffic,FDP,13,Sufficient
Dinslaken_Traffic,FDP,12,Sufficient
Dormagen_Background,FDP,4,Insufficient
Dortmund_Background,FDP,17,Sufficient
Dortmund_Traffic,FDP,17,Sufficient
Duderstadt_Background,FDP,18,Sufficient
Duisburg_Background,FDP,4,Insufficient
Duisburg_Industrial,FDP,17,Sufficient
Duisburg_Traffic,FDP,17,Sufficient
Düren_Traffic,FDP,11,Sufficient
Düsseldorf_Background,FDP,17,Sufficient
Düsseldorf_Traffic,FDP,17,Sufficient
Eberswalde_Traffic,FDP,15,Sufficient
Eisenach_Background,FDP,18,Sufficient
Eisenhüttenstadt_Industrial,FDP,18,Sufficient
Elsdorf_Industrial,FDP,7,Insufficient
Emden_Background,FDP,18,Sufficient
Erfurt_Background,FDP,18,Sufficient
Erfurt_Traffic,FDP,18,Sufficient
Erlangen_Background,FDP,17,Sufficient
Erlangen_Traffic,FDP,8,Insufficient
Eschweiler_Industrial,FDP,1,Insufficient
Eschweiler_Traffic,FDP,11,Sufficient
Essen_Background,FDP,17,Sufficient
Essen_Industrial,FDP,1,Insufficient
Essen_Traffic,FDP,17,Sufficient
Esslingen am Neckar_Background,FDP,1,Insufficient
Esslingen am Neckar_Traffic,FDP,6,Insufficient
Fellbach_Background,FDP,1,Insufficient
Filderstadt_Background,FDP,18,Sufficient
Flensburg_Traffic,FDP,13,Sufficient
Frankenthal (Pfalz)_Traffic,FDP,5,Insufficient
Frankfurt (Oder)_Background,FDP,18,Sufficient
Frankfurt (Oder)_Traffic,FDP,18,Sufficient
Frankfurt am Main_Background,FDP,18,Sufficient
Frankfurt am Main_Traffic,FDP,18,Sufficient
Freiburg im Breisgau_Background,FDP,18,Sufficient
Freiburg im Breisgau_Traffic,FDP,18,Sufficient
Freudenstadt_Background,FDP,8,Insufficient
Friedrichshafen_Background,FDP,8,Insufficient
Friedrichshafen_Traffic,FDP,11,Sufficient
Fulda_Background,FDP,16,Sufficient
Fulda_Traffic,FDP,18,Sufficient
Fürth_Background,FDP,17,Sufficient
Fürth_Traffic,FDP,11,Sufficient
Garmisch-Partenkirchen_Background,FDP,17,Sufficient
Geislingen an der Steige_Traffic,FDP,3,Insufficient
Gelsenkirchen_Background,FDP,17,Sufficient
Gelsenkirchen_Traffic,FDP,11,Sufficient
Gera_Background,FDP,18,Sufficient
Gera_Traffic,FDP,13,Sufficient
Gevelsberg_Traffic,FDP,9,Sufficient
Gießen_Background,FDP,5,Insufficient
Gießen_Traffic,FDP,16,Sufficient
Gladbeck_Traffic,FDP,11,Sufficient
Goslar_Background,FDP,18,Sufficient
Gotha_Traffic,FDP,1,Insufficient
Greiz_Background,FDP,18,Sufficient
Grevenbroich_Industrial,FDP,8,Insufficient
Göppingen_Background,FDP,1,Insufficient
Göttingen_Background,FDP,18,Sufficient
Göttingen_Traffic,FDP,15,Sufficient
Güstrow_Background,FDP,17,Sufficient
Hagen_Traffic,FDP,17,Sufficient
Halberstadt_Background,FDP,18,Sufficient
Halberstadt_Traffic,FDP,12,Sufficient
Halle (Saale)_Background,FDP,18,Sufficient
Halle (Saale)_Traffic,FDP,18,Sufficient
Halle (Westf.)_Traffic,FDP,11,Sufficient
Hameln_Traffic,FDP,12,Sufficient
Hamm_Traffic,FDP,10,Sufficient
Hanau_Background,FDP,8,Insufficient
Hanau_Traffic,FDP,10,Sufficient
Hannover_Background,FDP,18,Sufficient
Hannover_Traffic,FDP,18,Sufficient
Hattingen_Background,FDP,17,Sufficient
Heidelberg_Background,FDP,8,Insufficient
Heidelberg_Traffic,FDP,18,Sufficient
Heidenheim an der Brenz_Background,FDP,1,Insufficient
Heidenheim an der Brenz_Traffic,FDP,12,Sufficient
Heilbronn_Background,FDP,8,Insufficient
Heilbronn_Traffic,FDP,18,Sufficient
Herne_Traffic,FDP,11,Sufficient
Herrenberg_Traffic,FDP,14,Sufficient
Herten_Traffic,FDP,2,Insufficient
Hildesheim_Traffic,FDP,11,Sufficient
Hof_Background,FDP,17,Sufficient
Horb am Neckar_Background,FDP,1,Insufficient
Hürth_Industrial,FDP,17,Sufficient
Hürth_Traffic,FDP,11,Sufficient
Ilmenau_Background,FDP,1,Insufficient
Ingolstadt_Traffic,FDP,17,Sufficient
Iserlohn_Traffic,FDP,3,Insufficient
Jena_Background,FDP,18,Sufficient
Jena_Traffic,FDP,16,Sufficient
Jüchen_Industrial,FDP,7,Insufficient
Kaiserslautern_Background,FDP,5,Insufficient
Kaiserslautern_Traffic,FDP,5,Insufficient
Kamen_Traffic,FDP,8,Insufficient
Karlsruhe_Background,FDP,18,Sufficient
Karlsruhe_Traffic,FDP,18,Sufficient
Kassel_Background,FDP,14,Sufficient
Kassel_Traffic,FDP,18,Sufficient
Kehl_Background,FDP,2,Insufficient
Kehl_Industrial,FDP,18,Sufficient
Kempten (Allgäu)_Background,FDP,17,Sufficient
Kerpen_Industrial,FDP,1,Insufficient
Kiel_Background,FDP,13,Sufficient
Kiel_Traffic,FDP,13,Sufficient
Koblenz_Traffic,FDP,5,Insufficient
Konstanz_Background,FDP,17,Sufficient
Krefeld_Background,FDP,1,Insufficient
Krefeld_Industrial,FDP,15,Sufficient
Krefeld_Traffic,FDP,11,Sufficient
Kulmbach_Background,FDP,17,Sufficient
Köln_Background,FDP,17,Sufficient
Köln_Traffic,FDP,15,Sufficient
Königs Wusterhausen_Background,FDP,11,Sufficient
Lahr/Schwarzwald_Traffic,FDP,2,Insufficient
Landshut_Traffic,FDP,17,Sufficient
Leinefelde-Worbis_Background,FDP,1,Insufficient
Leinfelden-Echterdingen_Traffic,FDP,5,Insufficient
Leonberg_Traffic,FDP,16,Sufficient
Leverkusen_Background,FDP,17,Sufficient
Leverkusen_Traffic,FDP,5,Insufficient
Lindau (Bodensee)_Traffic,FDP,17,Sufficient
Lingen (Ems)_Background,FDP,18,Sufficient
Luckenwalde_Background,FDP,3,Insufficient
Ludwigsburg_Background,FDP,18,Sufficient
Ludwigsburg_Traffic,FDP,15,Sufficient
Ludwigshafen am Rhein_Background,FDP,5,Insufficient
Ludwigshafen am Rhein_Industrial,FDP,1,Insufficient
Ludwigshafen am Rhein_Traffic,FDP,5,Insufficient
Lübeck_Background,FDP,13,Sufficient
Lübeck_Traffic,FDP,13,Sufficient
Lüdenscheid_Traffic,FDP,1,Insufficient
Lüneburg_Background,FDP,18,Sufficient
Lünen_Background,FDP,17,Sufficient
Lünen_Industrial,FDP,1,Insufficient
Lünen_Traffic,FDP,2,Insufficient
Magdeburg_Background,FDP,18,Sufficient
Magdeburg_Traffic,FDP,18,Sufficient
Mainz_Background,FDP,5,Insufficient
Mainz_Traffic,FDP,5,Insufficient
Mannheim_Background,FDP,11,Sufficient
Mannheim_Industrial,FDP,18,Sufficient
Mannheim_Traffic,FDP,18,Sufficient
Marburg_Background,FDP,18,Sufficient
Marburg_Traffic,FDP,16,Sufficient
Meerbusch_Traffic,FDP,4,Insufficient
Meiningen_Background,FDP,18,Sufficient
Mettmann_Traffic,FDP,10,Sufficient
Mosbach_Background,FDP,1,Insufficient
Mönchengladbach_Background,FDP,3,Insufficient
Mönchengladbach_Traffic,FDP,17,Sufficient
Mühlacker_Traffic,FDP,14,Sufficient
Mülheim an der Ruhr_Background,FDP,17,Sufficient
Mülheim an der Ruhr_Traffic,FDP,10,Sufficient
München_Background,FDP,17,Sufficient
München_Traffic,FDP,17,Sufficient
Münster_Background,FDP,17,Sufficient
Münster_Traffic,FDP,17,Sufficient
Naumburg (Saale)_Background,FDP,8,Insufficient
Netphen_Background,FDP,17,Sufficient
Nettetal_Background,FDP,17,Sufficient
Neu-Ulm_Background,FDP,17,Sufficient
Neubrandenburg_Traffic,FDP,18,Sufficient
Neuruppin_Background,FDP,18,Sufficient
Neuss_Background,FDP,3,Insufficient
Neuss_Traffic,FDP,14,Sufficient
Neustadt an der Weinstraße_Traffic,FDP,5,Insufficient
Neuwied_Background,FDP,5,Insufficient
Neuwied_Traffic,FDP,5,Insufficient
Nordhausen_Background,FDP,18,Sufficient
Nordhausen_Traffic,FDP,1,Insufficient
Nürnberg_Background,FDP,8,Insufficient
Nürnberg_Traffic,FDP,17,Sufficient
Oberhausen_Traffic,FDP,10,Sufficient
Offenbach am Main_Background,FDP,3,Insufficient
Offenbach am Main_Traffic,FDP,12,Sufficient
Offenburg_Background,FDP,7,Insufficient
Osnabrück_Background,FDP,18,Sufficient
Osnabrück_Traffic,FDP,15,Sufficient
Overath_Traffic,FDP,13,Sufficient
Paderborn_Background,FDP,1,Insufficient
Paderborn_Traffic,FDP,12,Sufficient
Passau_Background,FDP,15,Sufficient
Passau_Traffic,FDP,3,Insufficient
Pforzheim_Background,FDP,14,Sufficient
Pforzheim_Traffic,FDP,13,Sufficient
Pirmasens_Background,FDP,5,Insufficient
Potsdam_Background,FDP,18,Sufficient
Potsdam_Traffic,FDP,18,Sufficient
Pulheim_Background,FDP,1,Insufficient
Rastatt_Background,FDP,5,Insufficient
Rastatt_Traffic,FDP,1,Insufficient
Ratingen_Background,FDP,17,Sufficient
Recklinghausen_Industrial,FDP,1,Insufficient
Recklinghausen_Traffic,FDP,12,Sufficient
Regensburg_Traffic,FDP,17,Sufficient
Remscheid_Traffic,FDP,13,Sufficient
Remseck am Neckar_Traffic,FDP,4,Insufficient
Reutlingen_Background,FDP,18,Sufficient
Reutlingen_Traffic,FDP,15,Sufficient
Rheinfelden (Baden)_Background,FDP,1,Insufficient
Riedstadt_Background,FDP,18,Sufficient
Rinteln_Background,FDP,18,Sufficient
Rostock_Background,FDP,15,Sufficient
Rostock_Industrial,FDP,6,Insufficient
Rostock_Traffic,FDP,18,Sufficient
Rottweil_Background,FDP,1,Insufficient
Rudolstadt_Background,FDP,2,Insufficient
Saarbrücken_Background,FDP,18,Sufficient
Saarbrücken_Traffic,FDP,17,Sufficient
Saarlouis_Background,FDP,18,Sufficient
Salzgitter_Industrial,FDP,13,Sufficient
Salzwedel_Background,FDP,8,Insufficient
Schramberg_Traffic,FDP,14,Sufficient
Schwabach_Background,FDP,8,Insufficient
Schwandorf_Background,FDP,17,Sufficient
Schwedt/Oder_Industrial,FDP,18,Sufficient
Schweinfurt_Background,FDP,7,Insufficient
Schweinfurt_Traffic,FDP,10,Sufficient
Schwerin_Traffic,FDP,18,Sufficient
Schwerte_Background,FDP,17,Sufficient
Schwerte_Traffic,FDP,9,Sufficient
Schwäbisch Gmünd_Traffic,FDP,13,Sufficient
Schwäbisch Hall_Background,FDP,16,Sufficient
Senftenberg_Background,FDP,5,Insufficient
Siegen_Traffic,FDP,14,Sufficient
Sindelfingen_Traffic,FDP,2,Insufficient
Soest_Background,FDP,17,Sufficient
Solingen_Background,FDP,17,Sufficient
Solingen_Traffic,FDP,4,Insufficient
Sondershausen_Background,FDP,18,Sufficient
Speyer_Background,FDP,1,Insufficient
Speyer_Traffic,FDP,4,Insufficient
Spremberg_Background,FDP,12,Sufficient
Spremberg_Industrial,FDP,9,Sufficient
Stendal_Background,FDP,18,Sufficient
Stralsund_Traffic,FDP,18,Sufficient
Stuttgart_Background,FDP,18,Sufficient
Stuttgart_Industrial,FDP,1,Insufficient
Stuttgart_Traffic,FDP,18,Sufficient
Suhl_Background,FDP,2,Insufficient
Suhl_Traffic,FDP,18,Sufficient
Trier_Traffic,FDP,5,Insufficient
Tuttlingen_Background,FDP,1,Insufficient
Tübingen_Background,FDP,18,Sufficient
Tübingen_Traffic,FDP,14,Sufficient
Ulm_Background,FDP,18,Sufficient
Ulm_Traffic,FDP,15,Sufficient
Unna_Background,FDP,17,Sufficient
Villingen-Schwenningen_Background,FDP,18,Sufficient
Völklingen_Background,FDP,18,Sufficient
Waiblingen_Background,FDP,8,Insufficient
Waldshut-Tiengen_Traffic,FDP,8,Insufficient
Walsrode_Background,FDP,18,Sufficient
Warstein_Industrial,FDP,13,Sufficient
Weil am Rhein_Background,FDP,18,Sufficient
Weil am Rhein_Traffic,FDP,2,Insufficient
Weimar_Background,FDP,12,Sufficient
Weimar_Traffic,FDP,18,Sufficient
Weißenfels_Traffic,FDP,18,Sufficient
Wernigerode_Background,FDP,18,Sufficient
Wesel_Background,FDP,17,Sufficient
Wetzlar_Background,FDP,8,Insufficient
Wetzlar_Traffic,FDP,10,Sufficient
Wiesbaden_Background,FDP,18,Sufficient
Wiesbaden_Traffic,FDP,18,Sufficient
Wiesloch_Background,FDP,18,Sufficient
Wiesloch_Traffic,FDP,1,Insufficient
Wilhelmshaven_Background,FDP,18,Sufficient
Witten_Industrial,FDP,2,Insufficient
Witten_Traffic,FDP,11,Sufficient
Wittenberg_Background,FDP,18,Sufficient
Wittenberg_Traffic,FDP,18,Sufficient
Wolfsburg_Background,FDP,18,Sufficient
Wolfsburg_Traffic,FDP,8,Insufficient
Worms_Traffic,FDP,5,Insufficient
Wuppertal_Background,FDP,9,Sufficient
Wuppertal_Traffic,FDP,17,Sufficient
Wülfrath_Industrial,FDP,1,Insufficient
Würzburg_Background,FDP,11,Sufficient
Würzburg_Traffic,FDP,17,Sufficient
Zeitz_Background,FDP,5,Insufficient
Öhringen_Background,FDP,2,Insufficient
Aachen_Background,CDU,17,Sufficient
Aachen_Traffic,CDU,17,Sufficient
Aalen_Background,CDU,18,Sufficient
Altenburg_Background,CDU,8,Insufficient
Altenburg_Traffic,CDU,10,Sufficient
Ansbach_Traffic,CDU,17,Sufficient
Arnstadt_Background,CDU,2,Insufficient
Aschaffenburg_Background,CDU,17,Sufficient
Aschersleben_Traffic,CDU,18,Sufficient
Augsburg_Background,CDU,17,Sufficient
Augsburg_Traffic,CDU,17,Sufficient
Backnang_Traffic,CDU,6,Insufficient
Bad Salzuflen_Traffic,CDU,1,Insufficient
Bad Waldsee_Background,CDU,1,Insufficient
Baden-Baden_Background,CDU,18,Sufficient
Balingen_Traffic,CDU,6,Insufficient
Bamberg_Background,CDU,17,Sufficient
Bayreuth_Traffic,CDU,17,Sufficient
Berlin_Background,CDU,18,Sufficient
Berlin_Industrial,CDU,10,Sufficient
Berlin_Traffic,CDU,18,Sufficient
Bernau bei Berlin_Background,CDU,8,Insufficient
Bernau bei Berlin_Traffic,CDU,15,Sufficient
Bernburg (Saale)_Background,CDU,8,Insufficient
Bernburg (Saale)_Traffic,CDU,10,Sufficient
Biberach an der Riß_Background,CDU,18,Sufficient
Bielefeld_Background,CDU,17,Sufficient
Bielefeld_Traffic,CDU,15,Sufficient
Bietigheim-Bissingen_Traffic,CDU,10,Sufficient
Bitterfeld-Wolfen_Industrial,CDU,14,Sufficient
Bochum_Traffic,CDU,11,Sufficient
Bonn_Background,CDU,17,Sufficient
Bonn_Traffic,CDU,12,Sufficient
Borken_Background,CDU,17,Sufficient
Bottrop_Industrial,CDU,17,Sufficient
Bottrop_Traffic,CDU,12,Sufficient
Brandenburg an der Havel_Background,CDU,18,Sufficient
Brandenburg an der Havel_Traffic,CDU,18,Sufficient
Braunschweig_Background,CDU,18,Sufficient
Braunschweig_Traffic,CDU,16,Sufficient
Bremen_Background,CDU,18,Sufficient
Bremen_Industrial,CDU,11,Sufficient
Bremen_Traffic,CDU,18,Sufficient
Bremerhaven_Background,CDU,18,Sufficient
Bremerhaven_Traffic,CDU,14,Sufficient
Burg_Background,CDU,18,Sufficient
Burgdorf_Traffic,CDU,6,Insufficient
Böblingen_Background,CDU,3,Insufficient
Calw_Background,CDU,1,Insufficient
Castrop-Rauxel_Industrial,CDU,2,Insufficient
Castrop-Rauxel_Traffic,CDU,2,Insufficient
Celle_Traffic,CDU,3,Insufficient
Coburg_Traffic,CDU,10,Sufficient
Cottbus_Background,CDU,18,Sufficient
Cottbus_Traffic,CDU,18,Sufficient
Cuxhaven_Background,CDU,18,Sufficient
Darmstadt_Background,CDU,18,Sufficient
Darmstadt_Traffic,CDU,18,Sufficient
Datteln_Background,CDU,17,Sufficient
Dessau-Roßlau_Traffic,CDU,13,Sufficient
Dinslaken_Traffic,CDU,12,Sufficient
Dormagen_Background,CDU,4,Insufficient
Dortmund_Background,CDU,17,Sufficient
Dortmund_Traffic,CDU,17,Sufficient
Duderstadt_Background,CDU,18,Sufficient
Duisburg_Background,CDU,4,Insufficient
Duisburg_Industrial,CDU,17,Sufficient
Duisburg_Traffic,CDU,17,Sufficient
Düren_Traffic,CDU,11,Sufficient
Düsseldorf_Background,CDU,17,Sufficient
Düsseldorf_Traffic,CDU,17,Sufficient
Eberswalde_Traffic,CDU,15,Sufficient
Eisenach_Background,CDU,18,Sufficient
Eisenhüttenstadt_Industrial,CDU,18,Sufficient
Elsdorf_Industrial,CDU,7,Insufficient
Emden_Background,CDU,18,Sufficient
Erfurt_Background,CDU,18,Sufficient
Erfurt_Traffic,CDU,18,Sufficient
Erlangen_Background,CDU,17,Sufficient
Erlangen_Traffic,CDU,8,Insufficient
Eschweiler_Industrial,CDU,1,Insufficient
Eschweiler_Traffic,CDU,11,Sufficient
Essen_Background,CDU,17,Sufficient
Essen_Industrial,CDU,1,Insufficient
Essen_Traffic,CDU,17,Sufficient
