Stimmart,ARS,"Landkreisnummer","Gemeindenummer",Gemeindename,Art des Wahl-vorschlags,"Kurzname","Langname",Anzahl,in Prozent,Sitze,darunter Sitze weiblich,nachrichtlich: Sitze Anspruch,Hinweis
Gemeindevertretung,120670493493,67,493,Tauche,EB,EB Panzer,Einzelwahlvorschlag Panzer,267,4,1,0,1,
Gemeindevertretung,120670493493,67,493,Tauche,EB,EB Rußig,Einzelwahlvorschlag Rußig,488,7.2,1,0,1,
Gemeindevertretung,120670493493,67,493,Tauche,WG,Schützengilde Kossenblatt e.V.,Schützengilde Kossenblatt e.V.,309,4.6,1,0,1,
Gemeindevertretung,120670493493,67,493,Tauche,WG,Wir für unsere Gemeinde,Wir für unsere Gemeinde,774,11.5,2,1,2,
Gemeindevertretung,120670544544,67,544,Woltersdorf,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,12,x,,,,
Gemeindevertretung,120670544544,67,544,Woltersdorf,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,12,100,,,,
Gemeindevertretung,120670544544,67,544,Woltersdorf,,Wahlberechtigt,Wahlberechtigt,7100,100,,,,
Gemeindevertretung,120670544544,67,544,Woltersdorf,,Wähler,Wähler,5168,72.8,,,,
Gemeindevertretung,120670544544,67,544,Woltersdorf,,Wahlschein,Wahlschein,1637,31.7,,,,
Gemeindevertretung,120670544544,67,544,Woltersdorf,,Ungültig,Ungültig,172,3.3,,,,
Gemeindevertretung,120670544544,67,544,Woltersdorf,,Gültig,Gültig,14794,95.4,,,,
Gemeindevertretung,120670544544,67,544,Woltersdorf,,Sitze,Sitze,18,x,18,8,18,
Gemeindevertretung,120670544544,67,544,Woltersdorf,P,SPD,Sozialdemokratische Partei Deutschlands,4001,27,5,3,5,
Gemeindevertretung,120670544544,67,544,Woltersdorf,P,DIE LINKE,DIE LINKE,1356,9.2,2,1,2,
Gemeindevertretung,120670544544,67,544,Woltersdorf,P,CDU,Christlich Demokratische Union Deutschlands,5069,34.3,6,3,6,
Gemeindevertretung,120670544544,67,544,Woltersdorf,P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,1341,9.1,1,0,1,
Gemeindevertretung,120670544544,67,544,Woltersdorf,WG,FBW,Freie Bürger Woltersdorf,3027,20.5,4,1,4,
Gemeindevertretung,120675701076,67,076,Brieskow-Finkenheerd,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,3,x,,,,
Gemeindevertretung,120675701076,67,076,Brieskow-Finkenheerd,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,3,100,,,,
Gemeindevertretung,120675701076,67,076,Brieskow-Finkenheerd,,Wahlberechtigt,Wahlberechtigt,2026,100,,,,
Gemeindevertretung,120675701076,67,076,Brieskow-Finkenheerd,,Wähler,Wähler,1348,66.5,,,,
Gemeindevertretung,120675701076,67,076,Brieskow-Finkenheerd,,Wahlschein,Wahlschein,195,14.5,,,,
Gemeindevertretung,120675701076,67,076,Brieskow-Finkenheerd,,Ungültig,Ungültig,27,2,,,,
Gemeindevertretung,120675701076,67,076,Brieskow-Finkenheerd,,Gültig,Gültig,3913,96.8,,,,
Gemeindevertretung,120675701076,67,076,Brieskow-Finkenheerd,,Sitze,Sitze,12,x,12,2,12,
Gemeindevertretung,120675701076,67,076,Brieskow-Finkenheerd,P,SPD,Sozialdemokratische Partei Deutschlands,1644,42,5,2,5,
Gemeindevertretung,120675701076,67,076,Brieskow-Finkenheerd,WG,WGBF,Wählergemeinschaft Brieskow-Finkenheerd,1535,39.2,5,0,5,
Gemeindevertretung,120675701076,67,076,Brieskow-Finkenheerd,EB,EB Kiesewetter,Einzelwahlvorschlag Kiesewetter,496,12.7,1,0,1,
Gemeindevertretung,120675701076,67,076,Brieskow-Finkenheerd,EB,EB Wendland,Einzelwahlvorschlag Wendland,238,6.1,1,0,1,
Gemeindevertretung,120675701180,67,180,Groß Lindow,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,2,x,,,,
Gemeindevertretung,120675701180,67,180,Groß Lindow,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,2,100,,,,
Gemeindevertretung,120675701180,67,180,Groß Lindow,,Wahlberechtigt,Wahlberechtigt,1500,100,,,,
Gemeindevertretung,120675701180,67,180,Groß Lindow,,Wähler,Wähler,1081,72.1,,,,
Gemeindevertretung,120675701180,67,180,Groß Lindow,,Wahlschein,Wahlschein,194,17.9,,,,
Gemeindevertretung,120675701180,67,180,Groß Lindow,,Ungültig,Ungültig,22,2,,,,
Gemeindevertretung,120675701180,67,180,Groß Lindow,,Gültig,Gültig,3071,94.7,,,,
Gemeindevertretung,120675701180,67,180,Groß Lindow,,Sitze,Sitze,12,x,12,2,12,
Gemeindevertretung,120675701180,67,180,Groß Lindow,P,SPD,Sozialdemokratische Partei Deutschlands,181,5.9,0,0,0,
Gemeindevertretung,120675701180,67,180,Groß Lindow,WG,BGL,Bürger für Groß Lindow,1586,51.6,7,0,7,
Gemeindevertretung,120675701180,67,180,Groß Lindow,WG,FWGL,Freie Wählergemeinschaft Groß Lindow,1304,42.5,5,2,5,
Gemeindevertretung,120675701508,67,508,Vogelsang,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,1,x,,,,
Gemeindevertretung,120675701508,67,508,Vogelsang,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,1,100,,,,
Gemeindevertretung,120675701508,67,508,Vogelsang,,Wahlberechtigt,Wahlberechtigt,632,100,,,,
Gemeindevertretung,120675701508,67,508,Vogelsang,,Wähler,Wähler,467,73.9,,,,
Gemeindevertretung,120675701508,67,508,Vogelsang,,Wahlschein,Wahlschein,45,9.6,,,,
Gemeindevertretung,120675701508,67,508,Vogelsang,,Ungültig,Ungültig,10,2.1,,,,
Gemeindevertretung,120675701508,67,508,Vogelsang,,Gültig,Gültig,1369,97.7,,,,
Gemeindevertretung,120675701508,67,508,Vogelsang,,Sitze,Sitze,9,x,9,4,10,
Gemeindevertretung,120675701508,67,508,Vogelsang,P,SPD,Sozialdemokratische Partei Deutschlands,50,3.7,0,0,0,
Gemeindevertretung,120675701508,67,508,Vogelsang,WG,FWV,Freie Wählergemeinschaft Vogelsang,1111,81.2,8,4,8,
Gemeindevertretung,120675701508,67,508,Vogelsang,EB,EB Benkenstein,Einzelwahlvorschlag Benkenstein,208,15.2,1,0,2,
Gemeindevertretung,120675701528,67,528,Wiesenau,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,1,x,,,,
Gemeindevertretung,120675701528,67,528,Wiesenau,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,1,100,,,,
Gemeindevertretung,120675701528,67,528,Wiesenau,,Wahlberechtigt,Wahlberechtigt,1074,100,,,,
Gemeindevertretung,120675701528,67,528,Wiesenau,,Wähler,Wähler,801,74.6,,,,
Gemeindevertretung,120675701528,67,528,Wiesenau,,Wahlschein,Wahlschein,145,18.1,,,,
Gemeindevertretung,120675701528,67,528,Wiesenau,,Ungültig,Ungültig,13,1.6,,,,
Gemeindevertretung,120675701528,67,528,Wiesenau,,Gültig,Gültig,2351,97.8,,,,
Gemeindevertretung,120675701528,67,528,Wiesenau,,Sitze,Sitze,10,x,10,3,10,
Gemeindevertretung,120675701528,67,528,Wiesenau,P,AfD,Alternative für Deutschland,558,23.7,2,1,2,
Gemeindevertretung,120675701528,67,528,Wiesenau,WG,WJWS,"Wählergruppe für Jugend, Wirtschaft und Sport",909,38.7,4,1,4,
Gemeindevertretung,120675701528,67,528,Wiesenau,WG,FBW,Freie Bürgervereinigung,771,32.8,3,1,3,
Gemeindevertretung,120675701528,67,528,Wiesenau,EB,EB Neumann,Einzelwahlvorschlag Neumann,113,4.8,1,0,1,
Gemeindevertretung,120675701552,67,552,Ziltendorf,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,2,x,,,,
Gemeindevertretung,120675701552,67,552,Ziltendorf,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,2,100,,,,
Gemeindevertretung,120675701552,67,552,Ziltendorf,,Wahlberechtigt,Wahlberechtigt,1268,100,,,,
Gemeindevertretung,120675701552,67,552,Ziltendorf,,Wähler,Wähler,981,77.4,,,,
Gemeindevertretung,120675701552,67,552,Ziltendorf,,Wahlschein,Wahlschein,144,14.7,,,,
Gemeindevertretung,120675701552,67,552,Ziltendorf,,Ungültig,Ungültig,21,2.1,,,,
Gemeindevertretung,120675701552,67,552,Ziltendorf,,Gültig,Gültig,2863,97.3,,,,
Gemeindevertretung,120675701552,67,552,Ziltendorf,,Sitze,Sitze,10,x,10,1,10,
Gemeindevertretung,120675701552,67,552,Ziltendorf,P,SPD,Sozialdemokratische Partei Deutschlands,244,8.5,1,0,1,
Gemeindevertretung,120675701552,67,552,Ziltendorf,P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,53,1.9,0,0,0,
Gemeindevertretung,120675701552,67,552,Ziltendorf,WG,WVZN,Wählervereinigung Ziltendorfer Niederung,2072,72.4,7,1,7,
Gemeindevertretung,120675701552,67,552,Ziltendorf,EB,EB Kurth,Einzelwahlvorschlag Kurth,155,5.4,1,0,1,
Gemeindevertretung,120675701552,67,552,Ziltendorf,EB,EB Langhagel,Einzelwahlvorschlag Langhagel,339,11.8,1,0,1,
Gemeindevertretung,120675705292,67,292,Lawitz,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,1,x,,,,
Gemeindevertretung,120675705292,67,292,Lawitz,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,1,100,,,,
Gemeindevertretung,120675705292,67,292,Lawitz,,Wahlberechtigt,Wahlberechtigt,484,100,,,,
Gemeindevertretung,120675705292,67,292,Lawitz,,Wähler,Wähler,406,83.9,,,,
Gemeindevertretung,120675705292,67,292,Lawitz,,Wahlschein,Wahlschein,73,18,,,,
Gemeindevertretung,120675705292,67,292,Lawitz,,Ungültig,Ungültig,7,1.7,,,,
Gemeindevertretung,120675705292,67,292,Lawitz,,Gültig,Gültig,1189,97.6,,,,
Gemeindevertretung,120675705292,67,292,Lawitz,,Sitze,Sitze,8,x,8,2,8,
Gemeindevertretung,120675705292,67,292,Lawitz,WG,ALB,Allianz Lawitzer Bürger,343,28.8,2,1,2,
Gemeindevertretung,120675705292,67,292,Lawitz,EB,EB Tavernier,Einzelwahlvorschlag Tavernier,44,3.7,0,0,0,
Gemeindevertretung,120675705292,67,292,Lawitz,WG,LfL,Lawitzer für Lawitz,735,61.8,5,1,5,
Gemeindevertretung,120675705292,67,292,Lawitz,WG,WFL,Wählergruppe Freie Lawitzer,67,5.6,1,0,1,
Gemeindevertretung,120675705338,67,338,Neißemünde,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,5,x,,,,
Gemeindevertretung,120675705338,67,338,Neißemünde,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,5,100,,,,
Gemeindevertretung,120675705338,67,338,Neißemünde,,Wahlberechtigt,Wahlberechtigt,1343,100,,,,
Gemeindevertretung,120675705338,67,338,Neißemünde,,Wähler,Wähler,994,74,,,,
Gemeindevertretung,120675705338,67,338,Neißemünde,,Wahlschein,Wahlschein,129,13,,,,
Gemeindevertretung,120675705338,67,338,Neißemünde,,Ungültig,Ungültig,17,1.7,,,,
Gemeindevertretung,120675705338,67,338,Neißemünde,,Gültig,Gültig,2902,97.3,,,,
Gemeindevertretung,120675705338,67,338,Neißemünde,,Sitze,Sitze,12,x,12,5,12,
Gemeindevertretung,120675705338,67,338,Neißemünde,P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,116,4,1,0,1,
Gemeindevertretung,120675705338,67,338,Neißemünde,WG,ZN,Zukunft Neißemünde,1801,62.1,7,2,7,
Gemeindevertretung,120675705338,67,338,Neißemünde,WG,WL,Wellmitzer Liste,985,33.9,4,3,4,
Gemeindevertretung,120675705357,67,357,Neuzelle,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,14,x,,,,
Gemeindevertretung,120675705357,67,357,Neuzelle,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,14,100,,,,
Gemeindevertretung,120675705357,67,357,Neuzelle,,Wahlberechtigt,Wahlberechtigt,3558,100,,,,
Gemeindevertretung,120675705357,67,357,Neuzelle,,Wähler,Wähler,2642,74.3,,,,
Gemeindevertretung,120675705357,67,357,Neuzelle,,Wahlschein,Wahlschein,470,17.8,,,,
Gemeindevertretung,120675705357,67,357,Neuzelle,,Ungültig,Ungültig,60,2.3,,,,
Gemeindevertretung,120675705357,67,357,Neuzelle,,Gültig,Gültig,7665,96.7,,,,
Gemeindevertretung,120675705357,67,357,Neuzelle,,Sitze,Sitze,16,x,16,2,16,
Gemeindevertretung,120675705357,67,357,Neuzelle,P,CDU,Christlich Demokratische Union Deutschlands,1037,13.5,2,0,2,
Gemeindevertretung,120675705357,67,357,Neuzelle,P,FDP,Freie Demokratische Partei,1042,13.6,2,0,2,
Gemeindevertretung,120675705357,67,357,Neuzelle,WG,FWGN,Freie Wählergruppe Neuzelle,1947,25.4,4,0,4,
Gemeindevertretung,120675705357,67,357,Neuzelle,WG,OTB.12,Ortsteilbündnis.12,3249,42.4,7,2,7,
Gemeindevertretung,120675705357,67,357,Neuzelle,EB,EB Schmidt,Einzelwahlvorschlag Schmidt,390,5.1,1,0,1,
Gemeindevertretung,120675706040,67,040,Berkenbrück,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,1,x,,,,
Gemeindevertretung,120675706040,67,040,Berkenbrück,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,1,100,,,,
Gemeindevertretung,120675706040,67,040,Berkenbrück,,Wahlberechtigt,Wahlberechtigt,935,100,,,,
Gemeindevertretung,120675706040,67,040,Berkenbrück,,Wähler,Wähler,701,75,,,,
Gemeindevertretung,120675706040,67,040,Berkenbrück,,Wahlschein,Wahlschein,153,21.8,,,,
Gemeindevertretung,120675706040,67,040,Berkenbrück,,Ungültig,Ungültig,15,2.1,,,,
Gemeindevertretung,120675706040,67,040,Berkenbrück,,Gültig,Gültig,2035,96.8,,,,
Gemeindevertretung,120675706040,67,040,Berkenbrück,,Sitze,Sitze,10,x,10,4,10,
Gemeindevertretung,120675706040,67,040,Berkenbrück,WG,B-B-F,Berkenbrücker-Bürger-Forum,1157,56.9,6,2,6,
Gemeindevertretung,120675706040,67,040,Berkenbrück,WG,SfBB,Stark für Berkenbrück,878,43.1,4,2,4,
Gemeindevertretung,120675706072,67,072,Briesen (Mark),,Anzahl Wahlbezirke,Anzahl Wahlbezirke,6,x,,,,
Gemeindevertretung,120675706072,67,072,Briesen (Mark),,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,6,100,,,,
Gemeindevertretung,120675706072,67,072,Briesen (Mark),,Wahlberechtigt,Wahlberechtigt,2477,100,,,,
Gemeindevertretung,120675706072,67,072,Briesen (Mark),,Wähler,Wähler,1863,75.2,,,,
Gemeindevertretung,120675706072,67,072,Briesen (Mark),,Wahlschein,Wahlschein,514,27.6,,,,
Gemeindevertretung,120675706072,67,072,Briesen (Mark),,Ungültig,Ungültig,30,1.6,,,,
Gemeindevertretung,120675706072,67,072,Briesen (Mark),,Gültig,Gültig,5447,97.5,,,,
Gemeindevertretung,120675706072,67,072,Briesen (Mark),,Sitze,Sitze,16,x,16,3,16,
Gemeindevertretung,120675706072,67,072,Briesen (Mark),P,AfD,Alternative für Deutschland,895,16.4,2,0,2,
Gemeindevertretung,120675706072,67,072,Briesen (Mark),P,CDU,Christlich Demokratische Union Deutschlands,265,4.9,1,0,1,
Gemeindevertretung,120675706072,67,072,Briesen (Mark),WG,WG BfB,Wählergruppe Bürger für Briesen,1978,36.3,6,0,6,
Gemeindevertretung,120675706072,67,072,Briesen (Mark),WG,BB Briesen,Bürgerbündnis Briesen,2309,42.4,7,3,7,
Gemeindevertretung,120675706237,67,237,Jacobsdorf,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,4,x,,,,
Gemeindevertretung,120675706237,67,237,Jacobsdorf,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,4,100,,,,
Gemeindevertretung,120675706237,67,237,Jacobsdorf,,Wahlberechtigt,Wahlberechtigt,1632,100,,,,
Gemeindevertretung,120675706237,67,237,Jacobsdorf,,Wähler,Wähler,1186,72.7,,,,
Gemeindevertretung,120675706237,67,237,Jacobsdorf,,Wahlschein,Wahlschein,255,21.5,,,,
Gemeindevertretung,120675706237,67,237,Jacobsdorf,,Ungültig,Ungültig,26,2.2,,,,
Gemeindevertretung,120675706237,67,237,Jacobsdorf,,Gültig,Gültig,3472,97.6,,,,
Gemeindevertretung,120675706237,67,237,Jacobsdorf,,Sitze,Sitze,12,x,12,3,12,
Gemeindevertretung,120675706237,67,237,Jacobsdorf,P,CDU,Christlich Demokratische Union Deutschlands,264,7.6,1,0,1,
Gemeindevertretung,120675706237,67,237,Jacobsdorf,WG,WfaOdGJ,Wählergruppe für alle Ortsteile der Gemeinde Jacobsdorf,1115,32.1,4,0,4,
Gemeindevertretung,120675706237,67,237,Jacobsdorf,WG,UWP,Unabhängige Wählerliste Pillgram,946,27.2,3,2,3,
Gemeindevertretung,120675706237,67,237,Jacobsdorf,WG,WgUB,Wählergruppe Unabhängige Bürger,580,16.7,2,0,2,
Gemeindevertretung,120675706237,67,237,Jacobsdorf,WG,WVS,Wählervereinigung Sieversdorf,254,7.3,1,1,1,
Gemeindevertretung,120675706237,67,237,Jacobsdorf,WG,WGP,Wählergruppe Petersdorf,313,9,1,0,1,
Gemeindevertretung,120675706473,67,473,Steinhöfel,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,13,x,,,,
Gemeindevertretung,120675706473,67,473,Steinhöfel,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,13,100,,,,
Gemeindevertretung,120675706473,67,473,Steinhöfel,,Wahlberechtigt,Wahlberechtigt,3806,100,,,,
Gemeindevertretung,120675706473,67,473,Steinhöfel,,Wähler,Wähler,2753,72.3,,,,
Gemeindevertretung,120675706473,67,473,Steinhöfel,,Wahlschein,Wahlschein,416,15.1,,,,
Gemeindevertretung,120675706473,67,473,Steinhöfel,,Ungültig,Ungültig,50,1.8,,,,
Gemeindevertretung,120675706473,67,473,Steinhöfel,,Gültig,Gültig,8043,97.4,,,,
Gemeindevertretung,120675706473,67,473,Steinhöfel,,Sitze,Sitze,12,x,12,6,16,
Gemeindevertretung,120675706473,67,473,Steinhöfel,P,SPD,Sozialdemokratische Partei Deutschlands,615,7.6,1,0,1,
Gemeindevertretung,120675706473,67,473,Steinhöfel,P,AfD,Alternative für Deutschland,2436,30.3,1,0,5,
Gemeindevertretung,120675706473,67,473,Steinhöfel,P,DIE LINKE,DIE LINKE,348,4.3,1,1,1,
Gemeindevertretung,120675706473,67,473,Steinhöfel,P,CDU,Christlich Demokratische Union Deutschlands,905,11.3,2,0,2,
Gemeindevertretung,120675706473,67,473,Steinhöfel,P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,122,1.5,0,0,0,
Gemeindevertretung,120675706473,67,473,Steinhöfel,WG,WfD,Wählergruppe Wir für unsere Dörfer,520,6.5,1,1,1,
Gemeindevertretung,120675706473,67,473,Steinhöfel,WG,AB,Wählergruppe Aktive Bürger,852,10.6,2,2,2,
Gemeindevertretung,120675706473,67,473,Steinhöfel,WG,BM,Wählergruppe Bürgerliche Mitte,624,7.8,1,1,1,
Gemeindevertretung,120675706473,67,473,Steinhöfel,EB,EB Grabs,Einzelwahlvorschlag Grabs,152,1.9,0,0,0,
Gemeindevertretung,120675706473,67,473,Steinhöfel,WG,WG Bauernverband Ortsgruppe Gölsdorf e.V.,Wählergruppe Bauernverband Ortsgruppe Gölsdorf e.V.,176,2.2,0,0,0,
Gemeindevertretung,120675706473,67,473,Steinhöfel,EB,EB Hain,Einzelwahlvorschlag Hain,164,2,0,0,0,
Gemeindevertretung,120675706473,67,473,Steinhöfel,EB,EB Lehmann,Einzelwahlvorschlag Lehmann,215,2.7,1,1,1,
Gemeindevertretung,120675706473,67,473,Steinhöfel,WG,UWV 15518,Unabhängige Wählervereinigung 15518,348,4.3,1,0,1,
Gemeindevertretung,120675706473,67,473,Steinhöfel,WG,ALP,Wählergruppe Aktive Landperspektive,566,7,1,0,1,
Gemeindevertretung,120675707024,67,024,Bad Saarow,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,6,x,,,,
Gemeindevertretung,120675707024,67,024,Bad Saarow,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,6,100,,,,
Gemeindevertretung,120675707024,67,024,Bad Saarow,,Wahlberechtigt,Wahlberechtigt,5294,100,,,,
Gemeindevertretung,120675707024,67,024,Bad Saarow,,Wähler,Wähler,3615,68.3,,,,
Gemeindevertretung,120675707024,67,024,Bad Saarow,,Wahlschein,Wahlschein,973,26.9,,,,
Gemeindevertretung,120675707024,67,024,Bad Saarow,,Ungültig,Ungültig,73,2,,,,
Gemeindevertretung,120675707024,67,024,Bad Saarow,,Gültig,Gültig,10435,96.2,,,,
Gemeindevertretung,120675707024,67,024,Bad Saarow,,Sitze,Sitze,18,x,18,7,18,
Gemeindevertretung,120675707024,67,024,Bad Saarow,P,SPD,Sozialdemokratische Partei Deutschlands,508,4.9,1,0,1,
Gemeindevertretung,120675707024,67,024,Bad Saarow,P,DIE LINKE,DIE LINKE,1689,16.2,3,2,3,
Gemeindevertretung,120675707024,67,024,Bad Saarow,P,CDU,Christlich Demokratische Union Deutschlands,2347,22.5,4,1,4,
Gemeindevertretung,120675707024,67,024,Bad Saarow,P,FDP,Freie Demokratische Partei,460,4.4,1,1,1,
Gemeindevertretung,120675707024,67,024,Bad Saarow,WG,FWS,Freie Wählergemeinschaft Scharmützelsee,2118,20.3,4,1,4,
Gemeindevertretung,120675707024,67,024,Bad Saarow,WG,D.direkt,Demokratie.direkt,664,6.4,1,1,1,
Gemeindevertretung,120675707024,67,024,Bad Saarow,WG,PRO BAD SAAROW,PRO BAD SAAROW,2417,23.2,4,1,4,
Gemeindevertretung,120675707024,67,024,Bad Saarow,EB,EB Pritzsche,Einzelwahlvorschlag Pritzsche,232,2.2,0,0,0,
Gemeindevertretung,120675707112,67,112,Diensdorf-Radlow,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,1,x,,,,
Gemeindevertretung,120675707112,67,112,Diensdorf-Radlow,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,1,100,,,,
Gemeindevertretung,120675707112,67,112,Diensdorf-Radlow,,Wahlberechtigt,Wahlberechtigt,521,100,,,,
Gemeindevertretung,120675707112,67,112,Diensdorf-Radlow,,Wähler,Wähler,380,72.9,,,,
Gemeindevertretung,120675707112,67,112,Diensdorf-Radlow,,Wahlschein,Wahlschein,88,23.2,,,,
Gemeindevertretung,120675707112,67,112,Diensdorf-Radlow,,Ungültig,Ungültig,2,0.5,,,,
Gemeindevertretung,120675707112,67,112,Diensdorf-Radlow,,Gültig,Gültig,1127,98.9,,,,
Gemeindevertretung,120675707112,67,112,Diensdorf-Radlow,,Sitze,Sitze,8,x,8,3,8,
Gemeindevertretung,120675707112,67,112,Diensdorf-Radlow,WG,Förderverein Diensdorf-Radlow e.V.,Förderverein Diensdorf-Radlow e.V.,762,67.6,5,2,5,
Gemeindevertretung,120675707112,67,112,Diensdorf-Radlow,WG,Gemeindefeuerwehrverein e.V.,Gemeindefeuerwehrverein e.V.,199,17.7,2,1,2,
Gemeindevertretung,120675707112,67,112,Diensdorf-Radlow,EB,EB Wienkoop,Einzelwahlvorschlag Wienkoop,166,14.7,1,0,1,
Gemeindevertretung,120675707288,67,288,Langewahl,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,1,x,,,,
Gemeindevertretung,120675707288,67,288,Langewahl,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,1,100,,,,
Gemeindevertretung,120675707288,67,288,Langewahl,,Wahlberechtigt,Wahlberechtigt,745,100,,,,
Gemeindevertretung,120675707288,67,288,Langewahl,,Wähler,Wähler,546,73.3,,,,
Gemeindevertretung,120675707288,67,288,Langewahl,,Wahlschein,Wahlschein,86,15.8,,,,
Gemeindevertretung,120675707288,67,288,Langewahl,,Ungültig,Ungültig,6,1.1,,,,
Gemeindevertretung,120675707288,67,288,Langewahl,,Gültig,Gültig,1615,98.6,,,,
Gemeindevertretung,120675707288,67,288,Langewahl,,Sitze,Sitze,10,x,10,3,10,
Gemeindevertretung,120675707288,67,288,Langewahl,P,FDP,Freie Demokratische Partei,98,6.1,1,0,1,
Gemeindevertretung,120675707288,67,288,Langewahl,WG,Bürger für Langewahl,Bürger für Langewahl,1517,93.9,9,3,9,
Gemeindevertretung,120675707413,67,413,Reichenwalde,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,3,x,,,,
Gemeindevertretung,120675707413,67,413,Reichenwalde,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,3,100,,,,
Gemeindevertretung,120675707413,67,413,Reichenwalde,,Wahlberechtigt,Wahlberechtigt,1059,100,,,,
Gemeindevertretung,120675707413,67,413,Reichenwalde,,Wähler,Wähler,724,68.4,,,,
Gemeindevertretung,120675707413,67,413,Reichenwalde,,Wahlschein,Wahlschein,192,26.5,,,,
Gemeindevertretung,120675707413,67,413,Reichenwalde,,Ungültig,Ungültig,11,1.5,,,,
Gemeindevertretung,120675707413,67,413,Reichenwalde,,Gültig,Gültig,2118,97.5,,,,
Gemeindevertretung,120675707413,67,413,Reichenwalde,,Sitze,Sitze,10,x,10,1,10,
Gemeindevertretung,120675707413,67,413,Reichenwalde,P,SPD,Sozialdemokratische Partei Deutschlands,616,29.1,3,0,3,
Gemeindevertretung,120675707413,67,413,Reichenwalde,P,DIE LINKE,DIE LINKE,181,8.5,1,0,1,
Gemeindevertretung,120675707413,67,413,Reichenwalde,P,FDP,Freie Demokratische Partei,200,9.4,1,0,1,
Gemeindevertretung,120675707413,67,413,Reichenwalde,WG,B-J-A,Wählergruppe Bauern-Jäger-Angler,308,14.5,1,0,1,
Gemeindevertretung,120675707413,67,413,Reichenwalde,EB,EB Brendel,Einzelwahlvorschlag Brendel,218,10.3,1,0,1,
Gemeindevertretung,120675707413,67,413,Reichenwalde,EB,EB Kettner,Einzelwahlvorschlag Kettner,296,14,1,0,1,
Gemeindevertretung,120675707413,67,413,Reichenwalde,EB,EB Balke,Einzelwahlvorschlag Balke,178,8.4,1,0,1,
Gemeindevertretung,120675707413,67,413,Reichenwalde,EB,EB Becker,Einzelwahlvorschlag Becker,121,5.7,1,1,1,
Gemeindevertretung,120675707520,67,520,Wendisch Rietz,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,2,x,,,,
Gemeindevertretung,120675707520,67,520,Wendisch Rietz,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,2,100,,,,
Gemeindevertretung,120675707520,67,520,Wendisch Rietz,,Wahlberechtigt,Wahlberechtigt,1470,100,,,,
Gemeindevertretung,120675707520,67,520,Wendisch Rietz,,Wähler,Wähler,999,68,,,,
Gemeindevertretung,120675707520,67,520,Wendisch Rietz,,Wahlschein,Wahlschein,241,24.1,,,,
Gemeindevertretung,120675707520,67,520,Wendisch Rietz,,Ungültig,Ungültig,19,1.9,,,,
Gemeindevertretung,120675707520,67,520,Wendisch Rietz,,Gültig,Gültig,2928,97.7,,,,
Gemeindevertretung,120675707520,67,520,Wendisch Rietz,,Sitze,Sitze,12,x,12,5,12,
Gemeindevertretung,120675707520,67,520,Wendisch Rietz,WG,FWWR,Freie Wählergruppe Wendisch Rietz,2928,100,12,5,12,
Gemeindevertretung,120675708205,67,205,Grunow-Dammendorf,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,2,x,,,,
