Country,Air Quality Network,Air Quality Network Name,Air Quality Station EoI Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Air Pollutant Description,Data Aggregation Process Id,Data Aggregation Process,Year,Air Pollution Level,Unit Of Air Pollution Level,Data Coverage,Verification,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude,Altitude,City,City Code,City Population,Source Of Data Flow,Calculation Time,Link to raw data (only E1a/validated data from AQ e-Reporting),Observation Frequency
"Germany","","","DEBW058","","SPO-DEBW058_00007_100","O3","Ozone (air)","SOMO35","Sum of Ozone Means Over 35 ppb","1990","596.000","ug/m3","23.29","","Background","suburban","8.8312","47.7618","440.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DENW066","","SPO-DENW066_00007_100","O3","Ozone (air)","P1Y-day-per50","1 year 50 %ile of daily values in a year","1990","36.542","ug/m3","82.74","","Background","rural","6.1958","51.3269","47.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DENW066","","SPO-DENW066_00007_100","O3","Ozone (air)","P1Y-dx-max","1 year day max max","1990","242.125","ug/m3","82.19","","Background","rural","6.1958","51.3269","47.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DENW066","","SPO-DENW066_00007_100","O3","Ozone (air)","P1Y-hr-max","1 year hour max","1990","266.000","ug/m3","86.13","","Background","rural","6.1958","51.3269","47.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DEBW060","","SPO-DEBW060_00007_100","O3","Ozone (air)","P1Y-hr-max","1 year hour max","1990","37.850","ug/m3","5.09","","Background","suburban","8.8077","47.9857","643.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DESH002","","SPO-DESH002_00007_100","O3","Ozone (air)","P1Y-dmax-per93.15","1 year 93.15 percentile daily 8h maximum","1990","107.750","ug/m3","69.04","","Industrial","rural","9.0956","53.9242","1.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DEBW060","","SPO-DEBW060_00008_100","NO2","Nitrogen dioxide (air)","P1Y-hr-max19","1 year hour max19","1990","69.850","ug/m3","6.72","","Background","suburban","8.8077","47.9857","643.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DEBW060","","SPO-DEBW060_00008_100","NO2","Nitrogen dioxide (air)","P1Y-hr-per50","1 year 50 percentile","1990","37.600","ug/m3","6.72","","Background","suburban","8.8077","47.9857","643.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DEBW045","","SPO-DEBW045_00007_100","O3","Ozone (air)","P1Y-dmaxAbove120","1 year daymax exceed 120","1990","0.000","count","11.78","","Background","urban","8.8545","48.2748","520.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DEBW045","","SPO-DEBW045_00007_100","O3","Ozone (air)","P1Y-dmax-per93.15","1 year 93.15 percentile daily 8h maximum","1990","78.356","ug/m3","11.78","","Background","urban","8.8545","48.2748","520.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DEHE017","","SPO-DEHE017_00001_100","SO2","Sulphur dioxide (air)","P1Y-hrsAbove350","1 year hour exceed 350","1990","0.000","count","93.24","","Background","urban","8.7612","50.1022","108.0","Offenbach am Main                                                               ","DE531C1                                           ","130280","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DEHH001","","SPO-DEHH001_00001_100","SO2","Sulphur dioxide (air)","P1Y-hrsAbove350","1 year hour exceed 350","1990","1.000","count","97.39","","Background","urban","9.9068","53.5997","18.0","Hamburg                                                                         ","DE002C1                                           ","1847253","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DENW057","","SPO-DENW057_00008_100","NO2","Nitrogen dioxide (air)","P1Y-hr-max19","1 year hour max19","1990","112.000","ug/m3","80.56","","Background","suburban","6.8086","50.9186","68.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DEHH003","","SPO-DEHH003_00001_100","SO2","Sulphur dioxide (air)","P1Y-day-max-per99.18","1 year 99.18 percentile of daily maximum","1990","137.435","ug/m3","87.95","","Background","urban","10.0291","53.5978","8.0","Hamburg                                                                         ","DE002C1                                           ","1847253","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DENW014","","SPO-DENW014_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","1990","30.831","ug/m3","84.22","","Background","suburban","7.4154","51.4171","175.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DENW015","","SPO-DENW015_00008_100","NO2","Nitrogen dioxide (air)","P1Y-day-max","1 year day max","1990","84.174","ug/m3","86.30","","Background","suburban","7.1227","51.6990","37.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DENW016","","SPO-DENW016_00008_100","NO2","Nitrogen dioxide (air)","P1Y-hr-max19","1 year hour max19","1990","102.000","ug/m3","87.40","","Background","suburban","6.9753","51.6778","33.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DEHE033","","SPO-DEHE033_00007_100","O3","Ozone (air)","P1Y-dmax-per93.15","1 year 93.15 percentile daily 8h maximum","1990","106.750","ug/m3","85.21","","Background","suburban","9.2789","51.0804","225.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DEHE017","","SPO-DEHE017_00001_100","SO2","Sulphur dioxide (air)","P1Y-hr-max-per99.73","1 year 99.73 %ile of hourly values in a given year","1990","103.500","ug/m3","93.24","","Background","urban","8.7612","50.1022","108.0","Offenbach am Main                                                               ","DE531C1                                           ","130280","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DEHE017","","SPO-DEHE017_00001_100","SO2","Sulphur dioxide (air)","P1Y-hr-per50","1 year 50 percentile","1990","12.000","ug/m3","93.24","","Background","urban","8.7612","50.1022","108.0","Offenbach am Main                                                               ","DE531C1                                           ","130280","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DENI036","","SPO-DENI036_00007_100","O3","Ozone (air)","P1Y-dmax-per93.15","1 year 93.15 percentile daily 8h maximum","1990","92.771","ug/m3","77.81","","Industrial","urban","8.4755","53.4943","2.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DEBY003","","SPO-DEBY003_00001_110","SO2","Sulphur dioxide (air)","P1Y-hr-max","1 year hour max","1990","190.000","ug/m3","93.15","","Background","urban","9.1508","49.9715","133.0","Aschaffenburg                                                                   ","DE061C1                                           ","71002","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DEHE012","","SPO-DEHE012_00001_100","SO2","Sulphur dioxide (air)","P1Y-day-max4","1 year day max 4","1990","102.659","ug/m3","98.36","","Background","urban","9.5325","51.3063","140.0","Kassel                                                                          ","DE513C1                                           ","202137","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DEBY039","","SPO-DEBY039_00001_100","SO2","Sulphur dioxide (air)","P1Y","Annual mean / 1 calendar year","1990","11.166","ug/m3","98.58","","Background","urban","11.5547","48.1545","521.0","München                                                                         ","DE003C1                                           ","1484226","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DENW005","","SPO-DENW005_00008_100","NO2","Nitrogen dioxide (air)","P1Y-day-max","1 year day max","1990","88.348","ug/m3","84.93","","Background","suburban","7.4457","51.6028","90.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DENW050","","SPO-DENW050_00007_100","O3","Ozone (air)","P1Y-dmaxAbove120","1 year daymax exceed 120","1990","32.000","count","95.89","","Background","suburban","6.8041","51.1035","44.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DENW007","","SPO-DENW007_00008_100","NO2","Nitrogen dioxide (air)","P1Y-hr-max","1 year hour max","1990","168.000","ug/m3","90.49","","Background","suburban","7.3483","51.5311","110.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DENW050","","SPO-DENW050_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","1990","47.403","ug/m3","88.97","","Background","suburban","6.8041","51.1035","44.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DENW053","","SPO-DENW053_00001_600","SO2","Sulphur dioxide (air)","P1Y-day-max4","1 year day max 4","1990","66.261","ug/m3","92.06","","Background","urban","6.8846","51.0193","46.0","Köln                                                                            ","DE004C1                                           ","1087863","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DEUB017","","SPO-DEUB017_00008_100","NO2","Nitrogen dioxide (air)","P1Y-hr-max","1 year hour max","1990","147.700","ug/m3","93.48","","Background","rural","12.0621","50.3066","595.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DENW033","","SPO-DENW033_00008_100","NO2","Nitrogen dioxide (air)","P1Y-hr-max","1 year hour max","1990","163.000","ug/m3","84.28","","Background","rural","6.6393","51.5327","25.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DESL004","","SPO-DESL004_00008_600","NO2","Nitrogen dioxide (air)","P1Y-hr-max-per99.79","1 year 99.79 %ile of hourly values in a given year","1990","94.000","ug/m3","80.51","","Background","suburban","6.7671","49.3702","188.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DEHH003","","SPO-DEHH003_00001_100","SO2","Sulphur dioxide (air)","P1Y-day-max4","1 year day max 4","1990","137.435","ug/m3","87.95","","Background","urban","10.0291","53.5978","8.0","Hamburg                                                                         ","DE002C1                                           ","1847253","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DESL008","","SPO-DESL008_00007_100","O3","Ozone (air)","AOT40c","AOT40 vegetation protection","1990","19514.000","ug/m3","92.84","","Background","rural","7.0021","49.6324","463.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DESL008","","SPO-DESL008_00007_100","O3","Ozone (air)","P1Y-hr-max","1 year hour max","1990","206.000","ug/m3","85.14","","Background","rural","7.0021","49.6324","463.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DESH006","","SPO-DESH006_00008_100","NO2","Nitrogen dioxide (air)","P1Y-day-max","1 year day max","1990","57.083","ug/m3","66.58","","Background","suburban","9.5494","54.5273","42.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DEHH014","","SPO-DEHH014_00001_100","SO2","Sulphur dioxide (air)","P1Y-day-max","1 year day max","1990","148.417","ug/m3","99.45","","Background","urban","9.9731","53.5264","8.0","Hamburg                                                                         ","DE002C1                                           ","1847253","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DEHE007","","SPO-DEHE007_00001_100","SO2","Sulphur dioxide (air)","P1Y-hrsAbove350","1 year hour exceed 350","1990","0.000","count","91.76","","Traffic","urban","8.6386","50.0861","102.0","Frankfurt am Main                                                               ","DE005C1                                           ","763380","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DEHH010","","SPO-DEHH010_00001_100","SO2","Sulphur dioxide (air)","P1Y","Annual mean / 1 calendar year","1990","18.619","ug/m3","91.71","","Background","urban","10.0840","53.5596","12.0","Hamburg                                                                         ","DE002C1                                           ","1847253","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DEHE008","","SPO-DEHE008_00001_110","SO2","Sulphur dioxide (air)","P1Y-hr-max","1 year hour max","1990","179.500","ug/m3","94.46","","Background","urban","8.7463","50.1253","100.0","Frankfurt am Main                                                               ","DE005C1                                           ","763380","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DEHH010","","SPO-DEHH010_00001_100","SO2","Sulphur dioxide (air)","P1Y-day-max4","1 year day max 4","1990","110.167","ug/m3","87.95","","Background","urban","10.0840","53.5596","12.0","Hamburg                                                                         ","DE002C1                                           ","1847253","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DESL004","","SPO-DESL004_00008_600","NO2","Nitrogen dioxide (air)","P1Y-day-per50","1 year 50 %ile of daily values in a year","1990","26.304","ug/m3","81.92","","Background","suburban","6.7671","49.3702","188.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DEHE010","","SPO-DEHE010_00001_100","SO2","Sulphur dioxide (air)","P1Y-day-max","1 year day max","1990","96.886","ug/m3","99.73","","Background","urban","8.6700","50.5876","159.0","Gießen                                                                          ","DE057C1                                           ","89802","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DENW049","","SPO-DENW049_00007_100","O3","Ozone (air)","P1Y-day-per50","1 year 50 %ile of daily values in a year","1990","29.625","ug/m3","76.44","","Background","suburban","6.9502","51.1665","58.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DEHH020","","SPO-DEHH020_00001_100","SO2","Sulphur dioxide (air)","P1Y-day-max","1 year day max","1990","131.333","ug/m3","90.41","","Background","urban","10.0205","53.4909","1.0","Hamburg                                                                         ","DE002C1                                           ","1847253","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DENW031","","SPO-DENW031_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","1990","24.133","ug/m3","78.81","","Background","rural","6.6229","51.5984","25.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DENW031","","SPO-DENW031_00008_100","NO2","Nitrogen dioxide (air)","P1Y-day-per50","1 year 50 %ile of daily values in a year","1990","21.739","ug/m3","80.55","","Background","rural","6.6229","51.5984","25.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DENW050","","SPO-DENW050_00007_100","O3","Ozone (air)","AOT40f","AOT40 for forest protection","1990","26072.000","ug/m3","97.63","","Background","suburban","6.8041","51.1035","44.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DENW050","","SPO-DENW050_00008_100","NO2","Nitrogen dioxide (air)","P1Y-hr-max","1 year hour max","1990","258.000","ug/m3","88.97","","Background","suburban","6.8041","51.1035","44.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DENW025","","SPO-DENW025_00001_100","SO2","Sulphur dioxide (air)","P1Y-hrsAbove350","1 year hour exceed 350","1990","0.000","count","85.90","","Background","urban","6.9663","51.4585","70.0","Essen                                                                           ","DE006C1                                           ","582760","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DENW033","","SPO-DENW033_00008_100","NO2","Nitrogen dioxide (air)","P1Y-day-per50","1 year 50 %ile of daily values in a year","1990","31.130","ug/m3","87.40","","Background","rural","6.6393","51.5327","25.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DENW052","","SPO-DENW052_00008_100","NO2","Nitrogen dioxide (air)","P1Y-hr-max","1 year hour max","1990","135.000","ug/m3","80.80","","Background","suburban","6.7907","51.0079","45.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DENW027","","SPO-DENW027_00001_100","SO2","Sulphur dioxide (air)","P1Y-day-per50","1 year 50 %ile of daily values in a year","1990","17.667","ug/m3","90.96","","Background","urban","7.2357","51.4722","85.0","Bochum                                                                          ","DE015C1                                           ","365587","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DENW027","","SPO-DENW027_00001_100","SO2","Sulphur dioxide (air)","P1Y-hr-max25","1 year hour max 25","1990","100.000","ug/m3","89.17","","Background","urban","7.2357","51.4722","85.0","Bochum                                                                          ","DE015C1                                           ","365587","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DEUB006","","SPO-DEUB006_00008_120","NO2","Nitrogen dioxide (air)","P1Y-hr-max-per99.79","1 year 99.79 %ile of hourly values in a given year","1990","58.850","ug/m3","83.06","","Background","rural","9.7055","54.1182","75.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DEHE004","","SPO-DEHE004_00001_100","SO2","Sulphur dioxide (air)","P1Y-daysAbove125","1 year day exceed 125","1990","0.000","count","85.75","","Traffic","urban","8.6076","50.0945","99.0","Frankfurt am Main                                                               ","DE005C1                                           ","763380","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DEHE034","","SPO-DEHE034_00008_100","NO2","Nitrogen dioxide (air)","P1Y-hr-per50","1 year 50 percentile","1990","22.000","ug/m3","30.25","","Background","rural","9.0011","50.4166","193.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DENW043","","SPO-DENW043_00001_100","SO2","Sulphur dioxide (air)","P1Y-daysAbove125","1 year day exceed 125","1990","0.000","count","93.97","","Traffic","urban","7.0305","51.4512","113.0","Essen                                                                           ","DE006C1                                           ","582760","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DEHE033","","SPO-DEHE033_00007_100","O3","Ozone (air)","P1Y-dmaxAbove120","1 year daymax exceed 120","1990","14.000","count","85.21","","Background","suburban","9.2789","51.0804","225.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DEUB007","","SPO-DEUB007_00007_100","O3","Ozone (air)","P1Y-dmaxAbove120","1 year daymax exceed 120","1990","20.000","count","97.26","","Background","rural","8.7004","52.8508","52.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DEHE033","","SPO-DEHE033_00007_100","O3","Ozone (air)","P1Y-dx-max","1 year day max max","1990","176.562","ug/m3","85.21","","Background","suburban","9.2789","51.0804","225.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DEHE034","","SPO-DEHE034_00007_100","O3","Ozone (air)","P1Y-day-max","1 year day max","1990","135.659","ug/m3","46.85","","Background","rural","9.0011","50.4166","193.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DENW049","","SPO-DENW049_00008_100","NO2","Nitrogen dioxide (air)","P1Y-hr-max19","1 year hour max19","1990","146.000","ug/m3","91.12","","Background","suburban","6.9502","51.1665","58.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DENW043","","SPO-DENW043_00001_100","SO2","Sulphur dioxide (air)","P1Y-hrsAbove350","1 year hour exceed 350","1990","0.000","count","94.49","","Traffic","urban","7.0305","51.4512","113.0","Essen                                                                           ","DE006C1                                           ","582760","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DENW050","","SPO-DENW050_00007_100","O3","Ozone (air)","AOT40c","AOT40 vegetation protection","1990","16477.000","ug/m3","99.64","","Background","suburban","6.8041","51.1035","44.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DENW050","","SPO-DENW050_00007_100","O3","Ozone (air)","P1Y-dx-avg","1 year daymax average","1990","52.590","ug/m3","95.89","","Background","suburban","6.8041","51.1035","44.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DENW050","","SPO-DENW050_00007_100","O3","Ozone (air)","P1Y-hr-max","1 year hour max","1990","266.000","ug/m3","97.42","","Background","suburban","6.8041","51.1035","44.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DEHH020","","SPO-DEHH020_00001_100","SO2","Sulphur dioxide (air)","P1Y-daysAbove125","1 year day exceed 125","1990","2.000","count","90.41","","Background","urban","10.0205","53.4909","1.0","Hamburg                                                                         ","DE002C1                                           ","1847253","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DENW016","","SPO-DENW016_00008_100","NO2","Nitrogen dioxide (air)","P1Y-hr-max-per99.79","1 year 99.79 %ile of hourly values in a given year","1990","104.000","ug/m3","87.40","","Background","suburban","6.9753","51.6778","33.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DEHH001","","SPO-DEHH001_00001_100","SO2","Sulphur dioxide (air)","P1Y-day-per50","1 year 50 %ile of daily values in a year","1990","10.957","ug/m3","97.26","","Background","urban","9.9068","53.5997","18.0","Hamburg                                                                         ","DE002C1                                           ","1847253","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DEHH002","","SPO-DEHH002_00001_100","SO2","Sulphur dioxide (air)","P1Y-hr-max-per99.73","1 year 99.73 %ile of hourly values in a given year","1990","235.000","ug/m3","98.60","","Background","urban","9.9611","53.5992","11.0","Hamburg                                                                         ","DE002C1                                           ","1847253","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DENW013","","SPO-DENW013_00007_100","O3","Ozone (air)","P1Y-dx-avg","1 year daymax average","1990","51.788","ug/m3","96.44","","Background","urban","7.5828","51.4477","117.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DENW018","","SPO-DENW018_00008_100","NO2","Nitrogen dioxide (air)","P1Y-hr-max-per99.79","1 year 99.79 %ile of hourly values in a given year","1990","157.000","ug/m3","88.30","","Background","suburban","7.1255","51.6004","102.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DEHE029","","SPO-DEHE029_00007_100","O3","Ozone (air)","SOMO35","Sum of Ozone Means Over 35 ppb","1990","1325.000","ug/m3","95.89","","Traffic","urban","8.2842","50.7403","239.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DENW033","","SPO-DENW033_00008_100","NO2","Nitrogen dioxide (air)","P1Y-hr-max-per99.79","1 year 99.79 %ile of hourly values in a given year","1990","112.000","ug/m3","84.28","","Background","rural","6.6393","51.5327","25.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DEHE030","","SPO-DEHE030_00001_100","SO2","Sulphur dioxide (air)","P1Y-daysAbove125","1 year day exceed 125","1990","0.000","count","82.74","","Background","urban","8.7693","50.8043","182.0","Marburg                                                                         ","DE053C1                                           ","77129","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DEHE019","","SPO-DEHE019_00007_100","O3","Ozone (air)","P1Y-day-max","1 year day max","1990","93.370","ug/m3","99.73","","Background","suburban","8.5788","49.5461","101.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DEHE019","","SPO-DEHE019_00007_100","O3","Ozone (air)","P1Y-dx-max26","1 year daymax max 26","1990","114.000","ug/m3","99.73","","Background","suburban","8.5788","49.5461","101.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DENW063","","SPO-DENW063_00008_100","NO2","Nitrogen dioxide (air)","P1Y-day-per50","1 year 50 %ile of daily values in a year","1990","13.000","ug/m3","63.56","","Background","rural","8.9506","51.8310","430.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DESL004","","SPO-DESL004_00008_600","NO2","Nitrogen dioxide (air)","P1Y-hr-max","1 year hour max","1990","152.000","ug/m3","80.51","","Background","suburban","6.7671","49.3702","188.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DESL004","","SPO-DESL004_00008_600","NO2","Nitrogen dioxide (air)","P1Y-hr-per50","1 year 50 percentile","1990","26.000","ug/m3","80.51","","Background","suburban","6.7671","49.3702","188.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DEBY068","","SPO-DEBY068_00001_100","SO2","Sulphur dioxide (air)","P1Y-hrsAbove350","1 year hour exceed 350","1990","0.000","count","96.59","","Traffic","urban","10.2321","50.0484","231.0","Schweinfurt                                                                     ","DE077C1                                           ","53426","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DEHE033","","SPO-DEHE033_00008_100","NO2","Nitrogen dioxide (air)","P1Y-hr-max","1 year hour max","1990","130.000","ug/m3","80.17","","Background","suburban","9.2789","51.0804","225.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DEHE019","","SPO-DEHE019_00008_100","NO2","Nitrogen dioxide (air)","P1Y-hr-max-per99.79","1 year 99.79 %ile of hourly values in a given year","1990","111.500","ug/m3","89.37","","Background","suburban","8.5788","49.5461","101.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DEBY069","","SPO-DEBY069_00008_100","NO2","Nitrogen dioxide (air)","P1Y-hr-max-per99.79","1 year 99.79 %ile of hourly values in a given year","1990","82.000","ug/m3","93.84","","Background","suburban","12.1284","50.1764","572.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DEBY034","","SPO-DEBY034_00007_100","O3","Ozone (air)","P1Y-hr-per50","1 year 50 percentile","1990","3.000","ug/m3","11.14","","Background","suburban","11.2739","49.5065","320.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DENW070","","SPO-DENW070_00008_100","NO2","Nitrogen dioxide (air)","P1Y-day-max","1 year day max","1990","82.043","ug/m3","80.27","","Background","suburban","6.6313","51.2702","40.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DENW070","","SPO-DENW070_00008_100","NO2","Nitrogen dioxide (air)","P1Y-hr-max19","1 year hour max19","1990","124.000","ug/m3","79.42","","Background","suburban","6.6313","51.2702","40.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DEHE019","","SPO-DEHE019_00007_100","O3","Ozone (air)","SOMO35","Sum of Ozone Means Over 35 ppb","1990","2425.000","ug/m3","99.73","","Background","suburban","8.5788","49.5461","101.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DEHE019","","SPO-DEHE019_00008_100","NO2","Nitrogen dioxide (air)","P1Y-day-max","1 year day max","1990","93.023","ug/m3","94.25","","Background","suburban","8.5788","49.5461","101.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DEHE021","","SPO-DEHE021_00001_100","SO2","Sulphur dioxide (air)","P1Y-daysAbove125","1 year day exceed 125","1990","0.000","count","95.89","","Traffic","urban","8.2431","50.0814","118.0","Wiesbaden                                                                       ","DE020C1                                           ","278474","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DEHH017","","SPO-DEHH017_00001_100","SO2","Sulphur dioxide (air)","P1Y-hr-per50","1 year 50 percentile","1990","9.000","ug/m3","94.62","","Background","urban","10.1509","53.5230","24.0","Hamburg                                                                         ","DE002C1                                           ","1847253","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DENW063","","SPO-DENW063_00007_100","O3","Ozone (air)","P1Y-dx-max","1 year day max max","1990","214.750","ug/m3","98.08","","Background","rural","8.9506","51.8310","430.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
"Germany","","","DENW063","","SPO-DENW063_00008_100","NO2","Nitrogen dioxide (air)","P1Y-day-max","1 year day max","1990","50.652","ug/m3","63.56","","Background","rural","8.9506","51.8310","430.0","","","","Reporting within EoI/AirBase 8","31/12/2012 00:00:00","",""
